"","proNotch","antiNotch"
"899","HEYL","TNFSF4"
"900","HDAC2","TNFSF4"
"901","HIF1A","TNFSF4"
"902","HES1","TNFSF4"
"903","HES5","TNFSF4"
"904","HDAC7","TNFSF4"
"905","HDAC8","TNFSF4"
"906","SKP1","TNFSF4"
"907","TBL1X","TNFSF4"
"908","TLE1","TNFSF4"
"909","TLE2","TNFSF4"
"910","TLE3","TNFSF4"
"911","TLE4","TNFSF4"
"912","TBL1XR1","TNFSF4"
"913","HDAC11","TNFSF4"
"914","HDAC10","TNFSF4"
"915","CUL1","TNFSF4"
"916","HDAC3","TNFSF4"
"917","CCNC","TNFSF4"
"918","NCOR1","TNFSF4"
"919","NCOR2","TNFSF4"
"920","HDAC9","TNFSF4"
"921","HDAC4","TNFSF4"
"922","RBX1","TNFSF4"
"923","STAT3","TNFSF4"
"924","NOD2","TNFSF4"
"925","ITGB1BP1","TNFSF4"
"926","TSPAN15","TNFSF4"
"927","TSPAN17","TNFSF4"
"928","GSX2","TNFSF4"
"929","NOV","TNFSF4"
"930","TSPAN14","TNFSF4"
"931","PDCD10","TNFSF4"
"932","KIT","TNFSF4"
"933","TSPAN10","TNFSF4"
"934","TSPAN33","TNFSF4"
"935","WNT1","TNFSF4"
"936","SLC35C2","TNFSF4"
"937","TSPAN5","TNFSF4"
"938","C3orf17","TNFSF4"
"939","ASCL1","TNFSF4"
"940","AAK1","TNFSF4"
"941","NOTCH1","TNFSF4"
"942","EYA1","TNFSF4"
"943","ERH","TNFSF4"
"944","FGF10","TNFSF4"
"945","MESP1","TNFSF4"
"946","HDAC1","CDK11A"
"947","PHB2","CDK11A"
"948","TAGLN","CDK11A"
"949","ITGAV","CDK11A"
"950","SLC3A1","CDK11A"
"951","CANX","CDK11A"
"952","FLOT1","CDK11A"
"953","NQO1","CDK11A"
"954","PCF11","CDK11A"
"955","F2R","CDK11A"
"956","LAMB2","CDK11A"
"957","CD4","CDK11A"
"958","SLC4A3","CDK11A"
"959","S100A13","CDK11A"
"960","CNTN1","CDK11A"
"961","TCAP","CDK11A"
"962","STAT5A","CDK11A"
"963","ARL6IP5","CDK11A"
"964","ANXA6","CDK11A"
"965","ABCC8","CDK11A"
"966","SLC12A3","CDK11A"
"967","COL18A1","CDK11A"
"968","HMGCR","CDK11A"
"969","SFPQ","CDK11A"
"970","SEC62","CDK11A"
"971","BRCA1","CDK11A"
"972","PSMD10","CDK11A"
"973","PTHLH","CDK11A"
"974","RBP1","CDK11A"
"975","P2RY10","CDK11A"
"976","CD69","CDK11A"
"977","TARP","CDK11A"
"978","CD3D","CDK11A"
"979","RAG2","CDK11A"
"980","RRAS2","CDK11A"
"981","ID2","CDK11A"
"982","CD28","CDK11A"
"983","GATA3","CDK11A"
"984","TRAT1","CDK11A"
"985","EGR2","CDK11A"
"986","TNFRSF18","CDK11A"
"987","LCK","CDK11A"
"988","GZMB","CDK11A"
"989","BCL2A1","CDK11A"
"990","CCR7","CDK11A"
"991","CD83","CDK11A"
"992","CCL5","CDK11A"
"993","TRAF1","CDK11A"
"994","IL12B","CDK11A"
"995","CX3CL1","CDK11A"
"996","RELB","CDK11A"
"997","EGR1","CDK11A"
"998","CARD11","CDK11A"
"999","NFKB2","CDK11A"
"1000","ICAM1","CDK11A"
"1001","IRF7","CDK11A"
"1002","JUNB","CDK11A"
"1003","IL10RA","CDK11A"
"1004","CD86","CDK11A"
"1005","BIRC2","CDK11A"
"1006","BIRC3","CDK11A"
"1007","CD80","CDK11A"
"1008","ZAP70","CDK11A"
"1009","DDR1","CDK11A"
"1010","CD7","CDK11A"
"1011","CD3G","CDK11A"
"1012","TOX","CDK11A"
"1013","GZMA","CDK11A"
"1014","DTX1","CDK11A"
"1015","LAT","CDK11A"
"1016","RAG1","CDK11A"
"1017","PTCRA","CDK11A"
"1018","CD2","CDK11A"
"1019","NFATC1","CDK11A"
"1020","NOTCH3","CDK11A"
"1021","CD74","CDK11A"
"1022","THY1","CDK11A"
"1023","CTLA4","CDK11A"
"1024","MAMLD1","CDK11A"
"1025","CREBBP","CDK11A"
"1026","E2F1","CDK11A"
"1027","E2F3","CDK11A"
"1028","EIF2C3","CDK11A"
"1029","EIF2C4","CDK11A"
"1030","EP300","CDK11A"
"1031","SNW1","CDK11A"
"1032","TNRC6B","CDK11A"
"1033","KAT2A","CDK11A"
"1034","EIF2C1","CDK11A"
"1035","EIF2C2","CDK11A"
"1036","TNRC6A","CDK11A"
"1037","RBPJ","CDK11A"
"1038","JUN","CDK11A"
"1039","MOV10","CDK11A"
"1040","LOC441488","CDK11A"
"1041","NOTCH2","CDK11A"
"1042","NOTCH4","CDK11A"
"1043","MAML3","CDK11A"
"1044","TNRC6C","CDK11A"
"1045","CCND1","CDK11A"
"1046","TFDP1","CDK11A"
"1047","LOC728030","CDK11A"
"1048","MAML2","CDK11A"
"1049","KAT2B","CDK11A"
"1050","MAML1","CDK11A"
"1051","ADAM10","CDK11A"
"1052","DTX2","CDK11A"
"1053","MIB2","CDK11A"
"1054","JAG1","CDK11A"
"1055","DTX4","CDK11A"
"1056","NCSTN","CDK11A"
"1057","DLL1","CDK11A"
"1058","JAG2","CDK11A"
"1059","ARRB1","CDK11A"
"1060","ARRB2","CDK11A"
"1061","APH1A","CDK11A"
"1062","PSENEN","CDK11A"
"1063","PSEN1","CDK11A"
"1064","PSEN2","CDK11A"
"1065","MIB1","CDK11A"
"1066","RPS27A","CDK11A"
"1067","ADAM17","CDK11A"
"1068","RPS27AP11","CDK11A"
"1069","UBA52","CDK11A"
"1070","APH1B","CDK11A"
"1071","DNER","CDK11A"
"1072","ST3GAL6","CDK11A"
"1073","TMED2","CDK11A"
"1074","POFUT1","CDK11A"
"1075","B4GALT1","CDK11A"
"1076","MFNG","CDK11A"
"1077","ATP2A1","CDK11A"
"1078","ATP2A2","CDK11A"
"1079","ATP2A3","CDK11A"
"1080","FURIN","CDK11A"
"1081","POGLUT1","CDK11A"
"1082","RAB6A","CDK11A"
"1083","SEL1L","CDK11A"
"1084","ST3GAL3","CDK11A"
"1085","HDAC6","CDK11A"
"1086","HDAC5","CDK11A"
"1087","CDK8","CDK11A"
"1088","HEYL","CDK11A"
"1089","HDAC2","CDK11A"
"1090","HIF1A","CDK11A"
"1091","HES1","CDK11A"
"1092","HES5","CDK11A"
"1093","HDAC7","CDK11A"
"1094","HDAC8","CDK11A"
"1095","SKP1","CDK11A"
"1096","TBL1X","CDK11A"
"1097","TLE1","CDK11A"
"1098","TLE2","CDK11A"
"1099","TLE3","CDK11A"
"1100","TLE4","CDK11A"
"1101","TBL1XR1","CDK11A"
"1102","HDAC11","CDK11A"
"1103","HDAC10","CDK11A"
"1104","CUL1","CDK11A"
"1105","HDAC3","CDK11A"
"1106","CCNC","CDK11A"
"1107","NCOR1","CDK11A"
"1108","NCOR2","CDK11A"
"1109","HDAC9","CDK11A"
"1110","HDAC4","CDK11A"
"1111","RBX1","CDK11A"
"1112","STAT3","CDK11A"
"1113","NOD2","CDK11A"
"1114","ITGB1BP1","CDK11A"
"1115","TSPAN15","CDK11A"
"1116","TSPAN17","CDK11A"
"1117","GSX2","CDK11A"
"1118","NOV","CDK11A"
"1119","TSPAN14","CDK11A"
"1120","PDCD10","CDK11A"
"1121","KIT","CDK11A"
"1122","TSPAN10","CDK11A"
"1123","TSPAN33","CDK11A"
"1124","WNT1","CDK11A"
"1125","SLC35C2","CDK11A"
"1126","TSPAN5","CDK11A"
"1127","C3orf17","CDK11A"
"1128","ASCL1","CDK11A"
"1129","AAK1","CDK11A"
"1130","NOTCH1","CDK11A"
"1131","EYA1","CDK11A"
"1132","ERH","CDK11A"
"1133","FGF10","CDK11A"
"1134","MESP1","CDK11A"
"1135","HDAC1","CYR61"
"1136","PHB2","CYR61"
"1137","TAGLN","CYR61"
"1138","ITGAV","CYR61"
"1139","SLC3A1","CYR61"
"1140","CANX","CYR61"
"1141","FLOT1","CYR61"
"1142","NQO1","CYR61"
"1143","PCF11","CYR61"
"1144","F2R","CYR61"
"1145","LAMB2","CYR61"
"1146","CD4","CYR61"
"1147","SLC4A3","CYR61"
"1148","S100A13","CYR61"
"1149","CNTN1","CYR61"
"1150","TCAP","CYR61"
"1151","STAT5A","CYR61"
"1152","ARL6IP5","CYR61"
"1153","ANXA6","CYR61"
"1154","ABCC8","CYR61"
"1155","SLC12A3","CYR61"
"1156","COL18A1","CYR61"
"1157","HMGCR","CYR61"
"1158","SFPQ","CYR61"
"1159","SEC62","CYR61"
"1160","BRCA1","CYR61"
"1161","PSMD10","CYR61"
"1162","PTHLH","CYR61"
"1163","RBP1","CYR61"
"1164","P2RY10","CYR61"
"1165","CD69","CYR61"
"1166","TARP","CYR61"
"1167","CD3D","CYR61"
"1168","RAG2","CYR61"
"1169","RRAS2","CYR61"
"1170","ID2","CYR61"
"1171","CD28","CYR61"
"1172","GATA3","CYR61"
"1173","TRAT1","CYR61"
"1174","EGR2","CYR61"
"1175","TNFRSF18","CYR61"
"1176","LCK","CYR61"
"1177","GZMB","CYR61"
"1178","BCL2A1","CYR61"
"1179","CCR7","CYR61"
"1180","CD83","CYR61"
"1181","CCL5","CYR61"
"1182","TRAF1","CYR61"
"1183","IL12B","CYR61"
"1184","CX3CL1","CYR61"
"1185","RELB","CYR61"
"1186","EGR1","CYR61"
"1187","CARD11","CYR61"
"1188","NFKB2","CYR61"
"1189","ICAM1","CYR61"
"1190","IRF7","CYR61"
"1191","JUNB","CYR61"
"1192","IL10RA","CYR61"
"1193","CD86","CYR61"
"1194","BIRC2","CYR61"
"1195","BIRC3","CYR61"
"1196","CD80","CYR61"
"1197","ZAP70","CYR61"
"1198","DDR1","CYR61"
"1199","CD7","CYR61"
"1200","CD3G","CYR61"
"1201","TOX","CYR61"
"1202","GZMA","CYR61"
"1203","DTX1","CYR61"
"1204","LAT","CYR61"
"1205","RAG1","CYR61"
"1206","PTCRA","CYR61"
"1207","CD2","CYR61"
"1208","NFATC1","CYR61"
"1209","NOTCH3","CYR61"
"1210","CD74","CYR61"
"1211","THY1","CYR61"
"1212","CTLA4","CYR61"
"1213","MAMLD1","CYR61"
"1214","CREBBP","CYR61"
"1215","E2F1","CYR61"
"1216","E2F3","CYR61"
"1217","EIF2C3","CYR61"
"1218","EIF2C4","CYR61"
"1219","EP300","CYR61"
"1220","SNW1","CYR61"
"1221","TNRC6B","CYR61"
"1222","KAT2A","CYR61"
"1223","EIF2C1","CYR61"
"1224","EIF2C2","CYR61"
"1225","TNRC6A","CYR61"
"1226","RBPJ","CYR61"
"1227","JUN","CYR61"
"1228","MOV10","CYR61"
"1229","LOC441488","CYR61"
"1230","NOTCH2","CYR61"
"1231","NOTCH4","CYR61"
"1232","MAML3","CYR61"
"1233","TNRC6C","CYR61"
"1234","CCND1","CYR61"
"1235","TFDP1","CYR61"
"1236","LOC728030","CYR61"
"1237","MAML2","CYR61"
"1238","KAT2B","CYR61"
"1239","MAML1","CYR61"
"1240","ADAM10","CYR61"
"1241","DTX2","CYR61"
"1242","MIB2","CYR61"
"1243","JAG1","CYR61"
"1244","DTX4","CYR61"
"1245","NCSTN","CYR61"
"1246","DLL1","CYR61"
"1247","JAG2","CYR61"
"1248","ARRB1","CYR61"
"1249","ARRB2","CYR61"
"1250","APH1A","CYR61"
"1251","PSENEN","CYR61"
"1252","PSEN1","CYR61"
"1253","PSEN2","CYR61"
"1254","MIB1","CYR61"
"1255","RPS27A","CYR61"
"1256","ADAM17","CYR61"
"1257","RPS27AP11","CYR61"
"1258","UBA52","CYR61"
"1259","APH1B","CYR61"
"1260","DNER","CYR61"
"1261","ST3GAL6","CYR61"
"1262","TMED2","CYR61"
"1263","POFUT1","CYR61"
"1264","B4GALT1","CYR61"
"1265","MFNG","CYR61"
"1266","ATP2A1","CYR61"
"1267","ATP2A2","CYR61"
"1268","ATP2A3","CYR61"
"1269","FURIN","CYR61"
"1270","POGLUT1","CYR61"
"1271","RAB6A","CYR61"
"1272","SEL1L","CYR61"
"1273","ST3GAL3","CYR61"
"1274","HDAC6","CYR61"
"1275","HDAC5","CYR61"
"1276","CDK8","CYR61"
"1277","HEYL","CYR61"
"1278","HDAC2","CYR61"
"1279","HIF1A","CYR61"
"1280","HES1","CYR61"
"1281","HES5","CYR61"
"1282","HDAC7","CYR61"
"1283","HDAC8","CYR61"
"1284","SKP1","CYR61"
"1285","TBL1X","CYR61"
"1286","TLE1","CYR61"
"1287","TLE2","CYR61"
"1288","TLE3","CYR61"
"1289","TLE4","CYR61"
"1290","TBL1XR1","CYR61"
"1291","HDAC11","CYR61"
"1292","HDAC10","CYR61"
"1293","CUL1","CYR61"
"1294","HDAC3","CYR61"
"1295","CCNC","CYR61"
"1296","NCOR1","CYR61"
"1297","NCOR2","CYR61"
"1298","HDAC9","CYR61"
"1299","HDAC4","CYR61"
"1300","RBX1","CYR61"
"1301","STAT3","CYR61"
"1302","NOD2","CYR61"
"1303","ITGB1BP1","CYR61"
"1304","TSPAN15","CYR61"
"1305","TSPAN17","CYR61"
"1306","GSX2","CYR61"
"1307","NOV","CYR61"
"1308","TSPAN14","CYR61"
"1309","PDCD10","CYR61"
"1310","KIT","CYR61"
"1311","TSPAN10","CYR61"
"1312","TSPAN33","CYR61"
"1313","WNT1","CYR61"
"1314","SLC35C2","CYR61"
"1315","TSPAN5","CYR61"
"1316","C3orf17","CYR61"
"1317","ASCL1","CYR61"
"1318","AAK1","CYR61"
"1319","NOTCH1","CYR61"
"1320","EYA1","CYR61"
"1321","ERH","CYR61"
"1322","FGF10","CYR61"
"1323","MESP1","CYR61"
"1324","HDAC1","BASP1"
"1325","PHB2","BASP1"
"1326","TAGLN","BASP1"
"1327","ITGAV","BASP1"
"1328","SLC3A1","BASP1"
"1329","CANX","BASP1"
"1330","FLOT1","BASP1"
"1331","NQO1","BASP1"
"1332","PCF11","BASP1"
"1333","F2R","BASP1"
"1334","LAMB2","BASP1"
"1335","CD4","BASP1"
"1336","SLC4A3","BASP1"
"1337","S100A13","BASP1"
"1338","CNTN1","BASP1"
"1339","TCAP","BASP1"
"1340","STAT5A","BASP1"
"1341","ARL6IP5","BASP1"
"1342","ANXA6","BASP1"
"1343","ABCC8","BASP1"
"1344","SLC12A3","BASP1"
"1345","COL18A1","BASP1"
"1346","HMGCR","BASP1"
"1347","SFPQ","BASP1"
"1348","SEC62","BASP1"
"1349","BRCA1","BASP1"
"1350","PSMD10","BASP1"
"1351","PTHLH","BASP1"
"1352","RBP1","BASP1"
"1353","P2RY10","BASP1"
"1354","CD69","BASP1"
"1355","TARP","BASP1"
"1356","CD3D","BASP1"
"1357","RAG2","BASP1"
"1358","RRAS2","BASP1"
"1359","ID2","BASP1"
"1360","CD28","BASP1"
"1361","GATA3","BASP1"
"1362","TRAT1","BASP1"
"1363","EGR2","BASP1"
"1364","TNFRSF18","BASP1"
"1365","LCK","BASP1"
"1366","GZMB","BASP1"
"1367","BCL2A1","BASP1"
"1368","CCR7","BASP1"
"1369","CD83","BASP1"
"1370","CCL5","BASP1"
"1371","TRAF1","BASP1"
"1372","IL12B","BASP1"
"1373","CX3CL1","BASP1"
"1374","RELB","BASP1"
"1375","EGR1","BASP1"
"1376","CARD11","BASP1"
"1377","NFKB2","BASP1"
"1378","ICAM1","BASP1"
"1379","IRF7","BASP1"
"1380","JUNB","BASP1"
"1381","IL10RA","BASP1"
"1382","CD86","BASP1"
"1383","BIRC2","BASP1"
"1384","BIRC3","BASP1"
"1385","CD80","BASP1"
"1386","ZAP70","BASP1"
"1387","DDR1","BASP1"
"1388","CD7","BASP1"
"1389","CD3G","BASP1"
"1390","TOX","BASP1"
"1391","GZMA","BASP1"
"1392","DTX1","BASP1"
"1393","LAT","BASP1"
"1394","RAG1","BASP1"
"1395","PTCRA","BASP1"
"1396","CD2","BASP1"
"1397","NFATC1","BASP1"
"1398","NOTCH3","BASP1"
"1399","CD74","BASP1"
"1400","THY1","BASP1"
"1401","CTLA4","BASP1"
"1402","MAMLD1","BASP1"
"1403","CREBBP","BASP1"
"1404","E2F1","BASP1"
"1405","E2F3","BASP1"
"1406","EIF2C3","BASP1"
"1407","EIF2C4","BASP1"
"1408","EP300","BASP1"
"1409","SNW1","BASP1"
"1410","TNRC6B","BASP1"
"1411","KAT2A","BASP1"
"1412","EIF2C1","BASP1"
"1413","EIF2C2","BASP1"
"1414","TNRC6A","BASP1"
"1415","RBPJ","BASP1"
"1416","JUN","BASP1"
"1417","MOV10","BASP1"
"1418","LOC441488","BASP1"
"1419","NOTCH2","BASP1"
"1420","NOTCH4","BASP1"
"1421","MAML3","BASP1"
"1422","TNRC6C","BASP1"
"1423","CCND1","BASP1"
"1424","TFDP1","BASP1"
"1425","LOC728030","BASP1"
"1426","MAML2","BASP1"
"1427","KAT2B","BASP1"
"1428","MAML1","BASP1"
"1429","ADAM10","BASP1"
"1430","DTX2","BASP1"
"1431","MIB2","BASP1"
"1432","JAG1","BASP1"
"1433","DTX4","BASP1"
"1434","NCSTN","BASP1"
"1435","DLL1","BASP1"
"1436","JAG2","BASP1"
"1437","ARRB1","BASP1"
"1438","ARRB2","BASP1"
"1439","APH1A","BASP1"
"1440","PSENEN","BASP1"
"1441","PSEN1","BASP1"
"1442","PSEN2","BASP1"
"1443","MIB1","BASP1"
"1444","RPS27A","BASP1"
"1445","ADAM17","BASP1"
"1446","RPS27AP11","BASP1"
"1447","UBA52","BASP1"
"1448","APH1B","BASP1"
"1449","DNER","BASP1"
"1450","ST3GAL6","BASP1"
"1451","TMED2","BASP1"
"1452","POFUT1","BASP1"
"1453","B4GALT1","BASP1"
"1454","MFNG","BASP1"
"1455","ATP2A1","BASP1"
"1456","ATP2A2","BASP1"
"1457","ATP2A3","BASP1"
"1458","FURIN","BASP1"
"1459","POGLUT1","BASP1"
"1460","RAB6A","BASP1"
"1461","SEL1L","BASP1"
"1462","ST3GAL3","BASP1"
"1463","HDAC6","BASP1"
"1464","HDAC5","BASP1"
"1465","CDK8","BASP1"
"1466","HEYL","BASP1"
"1467","HDAC2","BASP1"
"1468","HIF1A","BASP1"
"1469","HES1","BASP1"
"1470","HES5","BASP1"
"1471","HDAC7","BASP1"
"1472","HDAC8","BASP1"
"1473","SKP1","BASP1"
"1474","TBL1X","BASP1"
"1475","TLE1","BASP1"
"1476","TLE2","BASP1"
"1477","TLE3","BASP1"
"1478","TLE4","BASP1"
"1479","TBL1XR1","BASP1"
"1480","HDAC11","BASP1"
"1481","HDAC10","BASP1"
"1482","CUL1","BASP1"
"1483","HDAC3","BASP1"
"1484","CCNC","BASP1"
"1485","NCOR1","BASP1"
"1486","NCOR2","BASP1"
"1487","HDAC9","BASP1"
"1488","HDAC4","BASP1"
"1489","RBX1","BASP1"
"1490","STAT3","BASP1"
"1491","NOD2","BASP1"
"1492","ITGB1BP1","BASP1"
"1493","TSPAN15","BASP1"
"1494","TSPAN17","BASP1"
"1495","GSX2","BASP1"
"1496","NOV","BASP1"
"1497","TSPAN14","BASP1"
"1498","PDCD10","BASP1"
"1499","KIT","BASP1"
"1500","TSPAN10","BASP1"
"1501","TSPAN33","BASP1"
"1502","WNT1","BASP1"
"1503","SLC35C2","BASP1"
"1504","TSPAN5","BASP1"
"1505","C3orf17","BASP1"
"1506","ASCL1","BASP1"
"1507","AAK1","BASP1"
"1508","NOTCH1","BASP1"
"1509","EYA1","BASP1"
"1510","ERH","BASP1"
"1511","FGF10","BASP1"
"1512","MESP1","BASP1"
"1513","HDAC1","F3"
"1514","PHB2","F3"
"1515","TAGLN","F3"
"1516","ITGAV","F3"
"1517","SLC3A1","F3"
"1518","CANX","F3"
"1519","FLOT1","F3"
"1520","NQO1","F3"
"1521","PCF11","F3"
"1522","F2R","F3"
"1523","LAMB2","F3"
"1524","CD4","F3"
"1525","SLC4A3","F3"
"1526","S100A13","F3"
"1527","CNTN1","F3"
"1528","TCAP","F3"
"1529","STAT5A","F3"
"1530","ARL6IP5","F3"
"1531","ANXA6","F3"
"1532","ABCC8","F3"
"1533","SLC12A3","F3"
"1534","COL18A1","F3"
"1535","HMGCR","F3"
"1536","SFPQ","F3"
"1537","SEC62","F3"
"1538","BRCA1","F3"
"1539","PSMD10","F3"
"1540","PTHLH","F3"
"1541","RBP1","F3"
"1542","P2RY10","F3"
"1543","CD69","F3"
"1544","TARP","F3"
"1545","CD3D","F3"
"1546","RAG2","F3"
"1547","RRAS2","F3"
"1548","ID2","F3"
"1549","CD28","F3"
"1550","GATA3","F3"
"1551","TRAT1","F3"
"1552","EGR2","F3"
"1553","TNFRSF18","F3"
"1554","LCK","F3"
"1555","GZMB","F3"
"1556","BCL2A1","F3"
"1557","CCR7","F3"
"1558","CD83","F3"
"1559","CCL5","F3"
"1560","TRAF1","F3"
"1561","IL12B","F3"
"1562","CX3CL1","F3"
"1563","RELB","F3"
"1564","EGR1","F3"
"1565","CARD11","F3"
"1566","NFKB2","F3"
"1567","ICAM1","F3"
"1568","IRF7","F3"
"1569","JUNB","F3"
"1570","IL10RA","F3"
"1571","CD86","F3"
"1572","BIRC2","F3"
"1573","BIRC3","F3"
"1574","CD80","F3"
"1575","ZAP70","F3"
"1576","DDR1","F3"
"1577","CD7","F3"
"1578","CD3G","F3"
"1579","TOX","F3"
"1580","GZMA","F3"
"1581","DTX1","F3"
"1582","LAT","F3"
"1583","RAG1","F3"
"1584","PTCRA","F3"
"1585","CD2","F3"
"1586","NFATC1","F3"
"1587","NOTCH3","F3"
"1588","CD74","F3"
"1589","THY1","F3"
"1590","CTLA4","F3"
"1591","MAMLD1","F3"
"1592","CREBBP","F3"
"1593","E2F1","F3"
"1594","E2F3","F3"
"1595","EIF2C3","F3"
"1596","EIF2C4","F3"
"1597","EP300","F3"
"1598","SNW1","F3"
"1599","TNRC6B","F3"
"1600","KAT2A","F3"
"1601","EIF2C1","F3"
"1602","EIF2C2","F3"
"1603","TNRC6A","F3"
"1604","RBPJ","F3"
"1605","JUN","F3"
"1606","MOV10","F3"
"1607","LOC441488","F3"
"1608","NOTCH2","F3"
"1609","NOTCH4","F3"
"1610","MAML3","F3"
"1611","TNRC6C","F3"
"1612","CCND1","F3"
"1613","TFDP1","F3"
"1614","LOC728030","F3"
"1615","MAML2","F3"
"1616","KAT2B","F3"
"1617","MAML1","F3"
"1618","ADAM10","F3"
"1619","DTX2","F3"
"1620","MIB2","F3"
"1621","JAG1","F3"
"1622","DTX4","F3"
"1623","NCSTN","F3"
"1624","DLL1","F3"
"1625","JAG2","F3"
"1626","ARRB1","F3"
"1627","ARRB2","F3"
"1628","APH1A","F3"
"1629","PSENEN","F3"
"1630","PSEN1","F3"
"1631","PSEN2","F3"
"1632","MIB1","F3"
"1633","RPS27A","F3"
"1634","ADAM17","F3"
"1635","RPS27AP11","F3"
"1636","UBA52","F3"
"1637","APH1B","F3"
"1638","DNER","F3"
"1639","ST3GAL6","F3"
"1640","TMED2","F3"
"1641","POFUT1","F3"
"1642","B4GALT1","F3"
"1643","MFNG","F3"
"1644","ATP2A1","F3"
"1645","ATP2A2","F3"
"1646","ATP2A3","F3"
"1647","FURIN","F3"
"1648","POGLUT1","F3"
"1649","RAB6A","F3"
"1650","SEL1L","F3"
"1651","ST3GAL3","F3"
"1652","HDAC6","F3"
"1653","HDAC5","F3"
"1654","CDK8","F3"
"1655","HEYL","F3"
"1656","HDAC2","F3"
"1657","HIF1A","F3"
"1658","HES1","F3"
"1659","HES5","F3"
"1660","HDAC7","F3"
"1661","HDAC8","F3"
"1662","SKP1","F3"
"1663","TBL1X","F3"
"1664","TLE1","F3"
"1665","TLE2","F3"
"1666","TLE3","F3"
"1667","TLE4","F3"
"1668","TBL1XR1","F3"
"1669","HDAC11","F3"
"1670","HDAC10","F3"
"1671","CUL1","F3"
"1672","HDAC3","F3"
"1673","CCNC","F3"
"1674","NCOR1","F3"
"1675","NCOR2","F3"
"1676","HDAC9","F3"
"1677","HDAC4","F3"
"1678","RBX1","F3"
"1679","STAT3","F3"
"1680","NOD2","F3"
"1681","ITGB1BP1","F3"
"1682","TSPAN15","F3"
"1683","TSPAN17","F3"
"1684","GSX2","F3"
"1685","NOV","F3"
"1686","TSPAN14","F3"
"1687","PDCD10","F3"
"1688","KIT","F3"
"1689","TSPAN10","F3"
"1690","TSPAN33","F3"
"1691","WNT1","F3"
"1692","SLC35C2","F3"
"1693","TSPAN5","F3"
"1694","C3orf17","F3"
"1695","ASCL1","F3"
"1696","AAK1","F3"
"1697","NOTCH1","F3"
"1698","EYA1","F3"
"1699","ERH","F3"
"1700","FGF10","F3"
"1701","MESP1","F3"
"1702","HDAC1","EXT1"
"1703","PHB2","EXT1"
"1704","TAGLN","EXT1"
"1705","ITGAV","EXT1"
"1706","SLC3A1","EXT1"
"1707","CANX","EXT1"
"1708","FLOT1","EXT1"
"1709","NQO1","EXT1"
"1710","PCF11","EXT1"
"1711","F2R","EXT1"
"1712","LAMB2","EXT1"
"1713","CD4","EXT1"
"1714","SLC4A3","EXT1"
"1715","S100A13","EXT1"
"1716","CNTN1","EXT1"
"1717","TCAP","EXT1"
"1718","STAT5A","EXT1"
"1719","ARL6IP5","EXT1"
"1720","ANXA6","EXT1"
"1721","ABCC8","EXT1"
"1722","SLC12A3","EXT1"
"1723","COL18A1","EXT1"
"1724","HMGCR","EXT1"
"1725","SFPQ","EXT1"
"1726","SEC62","EXT1"
"1727","BRCA1","EXT1"
"1728","PSMD10","EXT1"
"1729","PTHLH","EXT1"
"1730","RBP1","EXT1"
"1731","P2RY10","EXT1"
"1732","CD69","EXT1"
"1733","TARP","EXT1"
"1734","CD3D","EXT1"
"1735","RAG2","EXT1"
"1736","RRAS2","EXT1"
"1737","ID2","EXT1"
"1738","CD28","EXT1"
"1739","GATA3","EXT1"
"1740","TRAT1","EXT1"
"1741","EGR2","EXT1"
"1742","TNFRSF18","EXT1"
"1743","LCK","EXT1"
"1744","GZMB","EXT1"
"1745","BCL2A1","EXT1"
"1746","CCR7","EXT1"
"1747","CD83","EXT1"
"1748","CCL5","EXT1"
"1749","TRAF1","EXT1"
"1750","IL12B","EXT1"
"1751","CX3CL1","EXT1"
"1752","RELB","EXT1"
"1753","EGR1","EXT1"
"1754","CARD11","EXT1"
"1755","NFKB2","EXT1"
"1756","ICAM1","EXT1"
"1757","IRF7","EXT1"
"1758","JUNB","EXT1"
"1759","IL10RA","EXT1"
"1760","CD86","EXT1"
"1761","BIRC2","EXT1"
"1762","BIRC3","EXT1"
"1763","CD80","EXT1"
"1764","ZAP70","EXT1"
"1765","DDR1","EXT1"
"1766","CD7","EXT1"
"1767","CD3G","EXT1"
"1768","TOX","EXT1"
"1769","GZMA","EXT1"
"1770","DTX1","EXT1"
"1771","LAT","EXT1"
"1772","RAG1","EXT1"
"1773","PTCRA","EXT1"
"1774","CD2","EXT1"
"1775","NFATC1","EXT1"
"1776","NOTCH3","EXT1"
"1777","CD74","EXT1"
"1778","THY1","EXT1"
"1779","CTLA4","EXT1"
"1780","MAMLD1","EXT1"
"1781","CREBBP","EXT1"
"1782","E2F1","EXT1"
"1783","E2F3","EXT1"
"1784","EIF2C3","EXT1"
"1785","EIF2C4","EXT1"
"1786","EP300","EXT1"
"1787","SNW1","EXT1"
"1788","TNRC6B","EXT1"
"1789","KAT2A","EXT1"
"1790","EIF2C1","EXT1"
"1791","EIF2C2","EXT1"
"1792","TNRC6A","EXT1"
"1793","RBPJ","EXT1"
"1794","JUN","EXT1"
"1795","MOV10","EXT1"
"1796","LOC441488","EXT1"
"1797","NOTCH2","EXT1"
"1798","NOTCH4","EXT1"
"1799","MAML3","EXT1"
"1800","TNRC6C","EXT1"
"1801","CCND1","EXT1"
"1802","TFDP1","EXT1"
"1803","LOC728030","EXT1"
"1804","MAML2","EXT1"
"1805","KAT2B","EXT1"
"1806","MAML1","EXT1"
