"","ProInfection","AntiInfection"
"914","DFNA5","GZMA"
"915","NET1","GZMA"
"916","CBX1","GZMA"
"917","FABP5","GZMA"
"918","S100A10","GZMA"
"919","GNAI1","GZMA"
"920","SOX4","GZMA"
"921","APP","GZMA"
"922","C5orf13","GZMA"
"923","NME1","GZMA"
"924","AP2B1","GZMA"
"925","VAMP8","GZMA"
"926","MAP4K4","GZMA"
"927","SAT1","GZMA"
"928","CTNNA1","GZMA"
"929","PKM2","GZMA"
"930","RAB4A","GZMA"
"931","IDH2","GZMA"
"932","SQRDL","GZMA"
"933","DNAJC7","GZMA"
"934","ECI2","GZMA"
"935","ACLY","GZMA"
"936","LGALS1","GZMA"
"937","HSD17B8","GZMA"
"938","ADD2","GZMA"
"939","LGALS3","GZMA"
"940","ITGAE","GZMA"
"941","GPR56","GZMA"
"942","RBPJ","GZMA"
"943","DDIT4","GZMA"
"944","ISG20","GZMA"
"945","RPS25","GZMA"
"946","CTSS","GZMA"
"947","NFKB2","GZMA"
"948","RASL12","GZMA"
"949","ATF4","GZMA"
"950","IFIT2","GZMA"
"951","PDE2A","GZMA"
"952","ANPEP","GZMA"
"953","BACE2","GZMA"
"954","TOP2A","GZMA"
"955","MYC","GZMA"
"956","ELF3","GZMA"
"957","HIST1H2BK","GZMA"
"958","FUBP3","GZMA"
"959","SH3BP5","GZMA"
"960","TSC22D3","GZMA"
"961","ALDOC","PECAM1"
"962","DFNA5","PECAM1"
"963","NET1","PECAM1"
"964","CBX1","PECAM1"
"965","FABP5","PECAM1"
"966","S100A10","PECAM1"
"967","GNAI1","PECAM1"
"968","SOX4","PECAM1"
"969","APP","PECAM1"
"970","C5orf13","PECAM1"
"971","NME1","PECAM1"
"972","AP2B1","PECAM1"
"973","VAMP8","PECAM1"
"974","MAP4K4","PECAM1"
"975","SAT1","PECAM1"
"976","CTNNA1","PECAM1"
"977","PKM2","PECAM1"
"978","RAB4A","PECAM1"
"979","IDH2","PECAM1"
"980","SQRDL","PECAM1"
"981","DNAJC7","PECAM1"
"982","ECI2","PECAM1"
"983","ACLY","PECAM1"
"984","LGALS1","PECAM1"
"985","HSD17B8","PECAM1"
"986","ADD2","PECAM1"
"987","LGALS3","PECAM1"
"988","ITGAE","PECAM1"
"989","GPR56","PECAM1"
"990","RBPJ","PECAM1"
"991","DDIT4","PECAM1"
"992","ISG20","PECAM1"
"993","RPS25","PECAM1"
"994","CTSS","PECAM1"
"995","NFKB2","PECAM1"
"996","RASL12","PECAM1"
"997","ATF4","PECAM1"
"998","IFIT2","PECAM1"
"999","PDE2A","PECAM1"
"1000","ANPEP","PECAM1"
"1001","BACE2","PECAM1"
"1002","TOP2A","PECAM1"
"1003","MYC","PECAM1"
"1004","ELF3","PECAM1"
"1005","HIST1H2BK","PECAM1"
"1006","FUBP3","PECAM1"
"1007","SH3BP5","PECAM1"
"1008","TSC22D3","PECAM1"
"1009","ALDOC","DUSP4"
"1010","DFNA5","DUSP4"
"1011","NET1","DUSP4"
"1012","CBX1","DUSP4"
"1013","FABP5","DUSP4"
"1014","S100A10","DUSP4"
"1015","GNAI1","DUSP4"
"1016","SOX4","DUSP4"
"1017","APP","DUSP4"
"1018","C5orf13","DUSP4"
"1019","NME1","DUSP4"
"1020","AP2B1","DUSP4"
"1021","VAMP8","DUSP4"
"1022","MAP4K4","DUSP4"
"1023","SAT1","DUSP4"
"1024","CTNNA1","DUSP4"
"1025","PKM2","DUSP4"
"1026","RAB4A","DUSP4"
"1027","IDH2","DUSP4"
"1028","SQRDL","DUSP4"
"1029","DNAJC7","DUSP4"
"1030","ECI2","DUSP4"
"1031","ACLY","DUSP4"
"1032","LGALS1","DUSP4"
"1033","HSD17B8","DUSP4"
"1034","ADD2","DUSP4"
"1035","LGALS3","DUSP4"
"1036","ITGAE","DUSP4"
"1037","GPR56","DUSP4"
"1038","RBPJ","DUSP4"
"1039","DDIT4","DUSP4"
"1040","ISG20","DUSP4"
"1041","RPS25","DUSP4"
"1042","CTSS","DUSP4"
"1043","NFKB2","DUSP4"
"1044","RASL12","DUSP4"
"1045","ATF4","DUSP4"
"1046","IFIT2","DUSP4"
"1047","PDE2A","DUSP4"
"1048","ANPEP","DUSP4"
"1049","BACE2","DUSP4"
"1050","TOP2A","DUSP4"
"1051","MYC","DUSP4"
"1052","ELF3","DUSP4"
"1053","HIST1H2BK","DUSP4"
"1054","FUBP3","DUSP4"
"1055","SH3BP5","DUSP4"
"1056","TSC22D3","DUSP4"
"1057","ALDOC","PTGS2"
"1058","DFNA5","PTGS2"
"1059","NET1","PTGS2"
"1060","CBX1","PTGS2"
"1061","FABP5","PTGS2"
"1062","S100A10","PTGS2"
"1063","GNAI1","PTGS2"
"1064","SOX4","PTGS2"
"1065","APP","PTGS2"
"1066","C5orf13","PTGS2"
"1067","NME1","PTGS2"
"1068","AP2B1","PTGS2"
"1069","VAMP8","PTGS2"
"1070","MAP4K4","PTGS2"
"1071","SAT1","PTGS2"
"1072","CTNNA1","PTGS2"
"1073","PKM2","PTGS2"
"1074","RAB4A","PTGS2"
"1075","IDH2","PTGS2"
"1076","SQRDL","PTGS2"
"1077","DNAJC7","PTGS2"
"1078","ECI2","PTGS2"
"1079","ACLY","PTGS2"
"1080","LGALS1","PTGS2"
"1081","HSD17B8","PTGS2"
"1082","ADD2","PTGS2"
"1083","LGALS3","PTGS2"
"1084","ITGAE","PTGS2"
"1085","GPR56","PTGS2"
"1086","RBPJ","PTGS2"
"1087","DDIT4","PTGS2"
"1088","ISG20","PTGS2"
"1089","RPS25","PTGS2"
"1090","CTSS","PTGS2"
"1091","NFKB2","PTGS2"
"1092","RASL12","PTGS2"
"1093","ATF4","PTGS2"
"1094","IFIT2","PTGS2"
"1095","PDE2A","PTGS2"
"1096","ANPEP","PTGS2"
"1097","BACE2","PTGS2"
"1098","TOP2A","PTGS2"
"1099","MYC","PTGS2"
"1100","ELF3","PTGS2"
"1101","HIST1H2BK","PTGS2"
"1102","FUBP3","PTGS2"
"1103","SH3BP5","PTGS2"
"1104","TSC22D3","PTGS2"
"1105","ALDOC","PDE4DIP"
"1106","DFNA5","PDE4DIP"
"1107","NET1","PDE4DIP"
"1108","CBX1","PDE4DIP"
"1109","FABP5","PDE4DIP"
"1110","S100A10","PDE4DIP"
"1111","GNAI1","PDE4DIP"
"1112","SOX4","PDE4DIP"
"1113","APP","PDE4DIP"
"1114","C5orf13","PDE4DIP"
"1115","NME1","PDE4DIP"
"1116","AP2B1","PDE4DIP"
"1117","VAMP8","PDE4DIP"
"1118","MAP4K4","PDE4DIP"
"1119","SAT1","PDE4DIP"
"1120","CTNNA1","PDE4DIP"
"1121","PKM2","PDE4DIP"
"1122","RAB4A","PDE4DIP"
"1123","IDH2","PDE4DIP"
"1124","SQRDL","PDE4DIP"
"1125","DNAJC7","PDE4DIP"
"1126","ECI2","PDE4DIP"
"1127","ACLY","PDE4DIP"
"1128","LGALS1","PDE4DIP"
"1129","HSD17B8","PDE4DIP"
"1130","ADD2","PDE4DIP"
"1131","LGALS3","PDE4DIP"
"1132","ITGAE","PDE4DIP"
"1133","GPR56","PDE4DIP"
"1134","RBPJ","PDE4DIP"
"1135","DDIT4","PDE4DIP"
"1136","ISG20","PDE4DIP"
"1137","RPS25","PDE4DIP"
"1138","CTSS","PDE4DIP"
"1139","NFKB2","PDE4DIP"
"1140","RASL12","PDE4DIP"
"1141","ATF4","PDE4DIP"
"1142","IFIT2","PDE4DIP"
"1143","PDE2A","PDE4DIP"
"1144","ANPEP","PDE4DIP"
"1145","BACE2","PDE4DIP"
"1146","TOP2A","PDE4DIP"
"1147","MYC","PDE4DIP"
"1148","ELF3","PDE4DIP"
"1149","HIST1H2BK","PDE4DIP"
"1150","FUBP3","PDE4DIP"
"1151","SH3BP5","PDE4DIP"
"1152","TSC22D3","PDE4DIP"
"1153","ALDOC","EMR1"
"1154","DFNA5","EMR1"
"1155","NET1","EMR1"
"1156","CBX1","EMR1"
"1157","FABP5","EMR1"
"1158","S100A10","EMR1"
"1159","GNAI1","EMR1"
"1160","SOX4","EMR1"
"1161","APP","EMR1"
"1162","C5orf13","EMR1"
"1163","NME1","EMR1"
"1164","AP2B1","EMR1"
"1165","VAMP8","EMR1"
"1166","MAP4K4","EMR1"
"1167","SAT1","EMR1"
"1168","CTNNA1","EMR1"
"1169","PKM2","EMR1"
"1170","RAB4A","EMR1"
"1171","IDH2","EMR1"
"1172","SQRDL","EMR1"
"1173","DNAJC7","EMR1"
"1174","ECI2","EMR1"
"1175","ACLY","EMR1"
"1176","LGALS1","EMR1"
"1177","HSD17B8","EMR1"
"1178","ADD2","EMR1"
"1179","LGALS3","EMR1"
"1180","ITGAE","EMR1"
"1181","GPR56","EMR1"
"1182","RBPJ","EMR1"
"1183","DDIT4","EMR1"
"1184","ISG20","EMR1"
"1185","RPS25","EMR1"
"1186","CTSS","EMR1"
"1187","NFKB2","EMR1"
"1188","RASL12","EMR1"
"1189","ATF4","EMR1"
"1190","IFIT2","EMR1"
"1191","PDE2A","EMR1"
"1192","ANPEP","EMR1"
"1193","BACE2","EMR1"
"1194","TOP2A","EMR1"
"1195","MYC","EMR1"
"1196","ELF3","EMR1"
"1197","HIST1H2BK","EMR1"
"1198","FUBP3","EMR1"
"1199","SH3BP5","EMR1"
"1200","TSC22D3","EMR1"
"1201","ALDOC","FRY"
"1202","DFNA5","FRY"
"1203","NET1","FRY"
"1204","CBX1","FRY"
"1205","FABP5","FRY"
"1206","S100A10","FRY"
"1207","GNAI1","FRY"
"1208","SOX4","FRY"
"1209","APP","FRY"
"1210","C5orf13","FRY"
"1211","NME1","FRY"
"1212","AP2B1","FRY"
"1213","VAMP8","FRY"
"1214","MAP4K4","FRY"
"1215","SAT1","FRY"
"1216","CTNNA1","FRY"
"1217","PKM2","FRY"
"1218","RAB4A","FRY"
"1219","IDH2","FRY"
"1220","SQRDL","FRY"
"1221","DNAJC7","FRY"
"1222","ECI2","FRY"
"1223","ACLY","FRY"
"1224","LGALS1","FRY"
"1225","HSD17B8","FRY"
"1226","ADD2","FRY"
"1227","LGALS3","FRY"
"1228","ITGAE","FRY"
"1229","GPR56","FRY"
"1230","RBPJ","FRY"
"1231","DDIT4","FRY"
"1232","ISG20","FRY"
"1233","RPS25","FRY"
"1234","CTSS","FRY"
"1235","NFKB2","FRY"
"1236","RASL12","FRY"
"1237","ATF4","FRY"
"1238","IFIT2","FRY"
"1239","PDE2A","FRY"
"1240","ANPEP","FRY"
"1241","BACE2","FRY"
"1242","TOP2A","FRY"
"1243","MYC","FRY"
"1244","ELF3","FRY"
"1245","HIST1H2BK","FRY"
"1246","FUBP3","FRY"
"1247","SH3BP5","FRY"
"1248","TSC22D3","FRY"
"1249","ALDOC","CD86"
"1250","DFNA5","CD86"
"1251","NET1","CD86"
"1252","CBX1","CD86"
"1253","FABP5","CD86"
"1254","S100A10","CD86"
"1255","GNAI1","CD86"
"1256","SOX4","CD86"
"1257","APP","CD86"
"1258","C5orf13","CD86"
"1259","NME1","CD86"
"1260","AP2B1","CD86"
"1261","VAMP8","CD86"
"1262","MAP4K4","CD86"
"1263","SAT1","CD86"
"1264","CTNNA1","CD86"
"1265","PKM2","CD86"
"1266","RAB4A","CD86"
"1267","IDH2","CD86"
"1268","SQRDL","CD86"
"1269","DNAJC7","CD86"
"1270","ECI2","CD86"
"1271","ACLY","CD86"
"1272","LGALS1","CD86"
"1273","HSD17B8","CD86"
"1274","ADD2","CD86"
"1275","LGALS3","CD86"
"1276","ITGAE","CD86"
"1277","GPR56","CD86"
"1278","RBPJ","CD86"
"1279","DDIT4","CD86"
"1280","ISG20","CD86"
"1281","RPS25","CD86"
"1282","CTSS","CD86"
"1283","NFKB2","CD86"
"1284","RASL12","CD86"
"1285","ATF4","CD86"
"1286","IFIT2","CD86"
"1287","PDE2A","CD86"
"1288","ANPEP","CD86"
"1289","BACE2","CD86"
"1290","TOP2A","CD86"
"1291","MYC","CD86"
"1292","ELF3","CD86"
"1293","HIST1H2BK","CD86"
"1294","FUBP3","CD86"
"1295","SH3BP5","CD86"
"1296","TSC22D3","CD86"
"1297","ALDOC","GZMB"
"1298","DFNA5","GZMB"
"1299","NET1","GZMB"
"1300","CBX1","GZMB"
"1301","FABP5","GZMB"
"1302","S100A10","GZMB"
"1303","GNAI1","GZMB"
"1304","SOX4","GZMB"
"1305","APP","GZMB"
"1306","C5orf13","GZMB"
"1307","NME1","GZMB"
"1308","AP2B1","GZMB"
"1309","VAMP8","GZMB"
"1310","MAP4K4","GZMB"
"1311","SAT1","GZMB"
"1312","CTNNA1","GZMB"
"1313","PKM2","GZMB"
"1314","RAB4A","GZMB"
"1315","IDH2","GZMB"
"1316","SQRDL","GZMB"
"1317","DNAJC7","GZMB"
"1318","ECI2","GZMB"
"1319","ACLY","GZMB"
"1320","LGALS1","GZMB"
"1321","HSD17B8","GZMB"
"1322","ADD2","GZMB"
"1323","LGALS3","GZMB"
"1324","ITGAE","GZMB"
"1325","GPR56","GZMB"
"1326","RBPJ","GZMB"
"1327","DDIT4","GZMB"
"1328","ISG20","GZMB"
"1329","RPS25","GZMB"
"1330","CTSS","GZMB"
"1331","NFKB2","GZMB"
"1332","RASL12","GZMB"
"1333","ATF4","GZMB"
"1334","IFIT2","GZMB"
"1335","PDE2A","GZMB"
"1336","ANPEP","GZMB"
"1337","BACE2","GZMB"
"1338","TOP2A","GZMB"
"1339","MYC","GZMB"
"1340","ELF3","GZMB"
"1341","HIST1H2BK","GZMB"
"1342","FUBP3","GZMB"
"1343","SH3BP5","GZMB"
"1344","TSC22D3","GZMB"
"1345","ALDOC","CDK19"
"1346","DFNA5","CDK19"
"1347","NET1","CDK19"
"1348","CBX1","CDK19"
"1349","FABP5","CDK19"
"1350","S100A10","CDK19"
"1351","GNAI1","CDK19"
"1352","SOX4","CDK19"
"1353","APP","CDK19"
"1354","C5orf13","CDK19"
"1355","NME1","CDK19"
"1356","AP2B1","CDK19"
"1357","VAMP8","CDK19"
"1358","MAP4K4","CDK19"
"1359","SAT1","CDK19"
"1360","CTNNA1","CDK19"
"1361","PKM2","CDK19"
"1362","RAB4A","CDK19"
"1363","IDH2","CDK19"
"1364","SQRDL","CDK19"
"1365","DNAJC7","CDK19"
"1366","ECI2","CDK19"
"1367","ACLY","CDK19"
"1368","LGALS1","CDK19"
"1369","HSD17B8","CDK19"
"1370","ADD2","CDK19"
"1371","LGALS3","CDK19"
"1372","ITGAE","CDK19"
"1373","GPR56","CDK19"
"1374","RBPJ","CDK19"
"1375","DDIT4","CDK19"
"1376","ISG20","CDK19"
"1377","RPS25","CDK19"
"1378","CTSS","CDK19"
"1379","NFKB2","CDK19"
"1380","RASL12","CDK19"
"1381","ATF4","CDK19"
"1382","IFIT2","CDK19"
"1383","PDE2A","CDK19"
"1384","ANPEP","CDK19"
"1385","BACE2","CDK19"
"1386","TOP2A","CDK19"
"1387","MYC","CDK19"
"1388","ELF3","CDK19"
"1389","HIST1H2BK","CDK19"
"1390","FUBP3","CDK19"
"1391","SH3BP5","CDK19"
"1392","TSC22D3","CDK19"
"1393","ALDOC","JUN"
"1394","DFNA5","JUN"
"1395","NET1","JUN"
"1396","CBX1","JUN"
"1397","FABP5","JUN"
"1398","S100A10","JUN"
"1399","GNAI1","JUN"
"1400","SOX4","JUN"
"1401","APP","JUN"
"1402","C5orf13","JUN"
"1403","NME1","JUN"
"1404","AP2B1","JUN"
"1405","VAMP8","JUN"
"1406","MAP4K4","JUN"
"1407","SAT1","JUN"
"1408","CTNNA1","JUN"
"1409","PKM2","JUN"
"1410","RAB4A","JUN"
"1411","IDH2","JUN"
"1412","SQRDL","JUN"
"1413","DNAJC7","JUN"
"1414","ECI2","JUN"
"1415","ACLY","JUN"
"1416","LGALS1","JUN"
"1417","HSD17B8","JUN"
"1418","ADD2","JUN"
"1419","LGALS3","JUN"
"1420","ITGAE","JUN"
"1421","GPR56","JUN"
"1422","RBPJ","JUN"
"1423","DDIT4","JUN"
"1424","ISG20","JUN"
"1425","RPS25","JUN"
"1426","CTSS","JUN"
"1427","NFKB2","JUN"
"1428","RASL12","JUN"
"1429","ATF4","JUN"
"1430","IFIT2","JUN"
"1431","PDE2A","JUN"
"1432","ANPEP","JUN"
"1433","BACE2","JUN"
"1434","TOP2A","JUN"
"1435","MYC","JUN"
"1436","ELF3","JUN"
"1437","HIST1H2BK","JUN"
"1438","FUBP3","JUN"
"1439","SH3BP5","JUN"
"1440","TSC22D3","JUN"
"1441","ALDOC","FYN"
"1442","DFNA5","FYN"
"1443","NET1","FYN"
"1444","CBX1","FYN"
"1445","FABP5","FYN"
"1446","S100A10","FYN"
"1447","GNAI1","FYN"
"1448","SOX4","FYN"
"1449","APP","FYN"
"1450","C5orf13","FYN"
"1451","NME1","FYN"
"1452","AP2B1","FYN"
"1453","VAMP8","FYN"
"1454","MAP4K4","FYN"
"1455","SAT1","FYN"
"1456","CTNNA1","FYN"
"1457","PKM2","FYN"
"1458","RAB4A","FYN"
"1459","IDH2","FYN"
"1460","SQRDL","FYN"
"1461","DNAJC7","FYN"
"1462","ECI2","FYN"
"1463","ACLY","FYN"
"1464","LGALS1","FYN"
"1465","HSD17B8","FYN"
"1466","ADD2","FYN"
"1467","LGALS3","FYN"
"1468","ITGAE","FYN"
"1469","GPR56","FYN"
"1470","RBPJ","FYN"
"1471","DDIT4","FYN"
"1472","ISG20","FYN"
"1473","RPS25","FYN"
"1474","CTSS","FYN"
"1475","NFKB2","FYN"
"1476","RASL12","FYN"
"1477","ATF4","FYN"
"1478","IFIT2","FYN"
"1479","PDE2A","FYN"
"1480","ANPEP","FYN"
"1481","BACE2","FYN"
"1482","TOP2A","FYN"
"1483","MYC","FYN"
"1484","ELF3","FYN"
"1485","HIST1H2BK","FYN"
"1486","FUBP3","FYN"
"1487","SH3BP5","FYN"
"1488","TSC22D3","FYN"
"1489","ALDOC","GNLY"
"1490","DFNA5","GNLY"
"1491","NET1","GNLY"
"1492","CBX1","GNLY"
"1493","FABP5","GNLY"
"1494","S100A10","GNLY"
"1495","GNAI1","GNLY"
"1496","SOX4","GNLY"
"1497","APP","GNLY"
"1498","C5orf13","GNLY"
"1499","NME1","GNLY"
"1500","AP2B1","GNLY"
"1501","VAMP8","GNLY"
"1502","MAP4K4","GNLY"
"1503","SAT1","GNLY"
"1504","CTNNA1","GNLY"
"1505","PKM2","GNLY"
"1506","RAB4A","GNLY"
"1507","IDH2","GNLY"
"1508","SQRDL","GNLY"
"1509","DNAJC7","GNLY"
"1510","ECI2","GNLY"
"1511","ACLY","GNLY"
"1512","LGALS1","GNLY"
"1513","HSD17B8","GNLY"
"1514","ADD2","GNLY"
"1515","LGALS3","GNLY"
"1516","ITGAE","GNLY"
"1517","GPR56","GNLY"
"1518","RBPJ","GNLY"
"1519","DDIT4","GNLY"
"1520","ISG20","GNLY"
"1521","RPS25","GNLY"
"1522","CTSS","GNLY"
"1523","NFKB2","GNLY"
"1524","RASL12","GNLY"
"1525","ATF4","GNLY"
"1526","IFIT2","GNLY"
"1527","PDE2A","GNLY"
"1528","ANPEP","GNLY"
"1529","BACE2","GNLY"
"1530","TOP2A","GNLY"
"1531","MYC","GNLY"
"1532","ELF3","GNLY"
"1533","HIST1H2BK","GNLY"
"1534","FUBP3","GNLY"
"1535","SH3BP5","GNLY"
"1536","TSC22D3","GNLY"
"1537","ALDOC","DNAJC15"
"1538","DFNA5","DNAJC15"
"1539","NET1","DNAJC15"
"1540","CBX1","DNAJC15"
"1541","FABP5","DNAJC15"
"1542","S100A10","DNAJC15"
"1543","GNAI1","DNAJC15"
"1544","SOX4","DNAJC15"
"1545","APP","DNAJC15"
"1546","C5orf13","DNAJC15"
"1547","NME1","DNAJC15"
"1548","AP2B1","DNAJC15"
"1549","VAMP8","DNAJC15"
"1550","MAP4K4","DNAJC15"
"1551","SAT1","DNAJC15"
"1552","CTNNA1","DNAJC15"
"1553","PKM2","DNAJC15"
"1554","RAB4A","DNAJC15"
"1555","IDH2","DNAJC15"
"1556","SQRDL","DNAJC15"
"1557","DNAJC7","DNAJC15"
"1558","ECI2","DNAJC15"
"1559","ACLY","DNAJC15"
"1560","LGALS1","DNAJC15"
"1561","HSD17B8","DNAJC15"
"1562","ADD2","DNAJC15"
"1563","LGALS3","DNAJC15"
"1564","ITGAE","DNAJC15"
"1565","GPR56","DNAJC15"
"1566","RBPJ","DNAJC15"
"1567","DDIT4","DNAJC15"
"1568","ISG20","DNAJC15"
"1569","RPS25","DNAJC15"
"1570","CTSS","DNAJC15"
"1571","NFKB2","DNAJC15"
"1572","RASL12","DNAJC15"
"1573","ATF4","DNAJC15"
"1574","IFIT2","DNAJC15"
"1575","PDE2A","DNAJC15"
"1576","ANPEP","DNAJC15"
"1577","BACE2","DNAJC15"
"1578","TOP2A","DNAJC15"
"1579","MYC","DNAJC15"
"1580","ELF3","DNAJC15"
"1581","HIST1H2BK","DNAJC15"
"1582","FUBP3","DNAJC15"
"1583","SH3BP5","DNAJC15"
"1584","TSC22D3","DNAJC15"
"1585","ALDOC","MEIS2"
"1586","DFNA5","MEIS2"
"1587","NET1","MEIS2"
"1588","CBX1","MEIS2"
"1589","FABP5","MEIS2"
"1590","S100A10","MEIS2"
"1591","GNAI1","MEIS2"
"1592","SOX4","MEIS2"
"1593","APP","MEIS2"
"1594","C5orf13","MEIS2"
"1595","NME1","MEIS2"
"1596","AP2B1","MEIS2"
"1597","VAMP8","MEIS2"
"1598","MAP4K4","MEIS2"
"1599","SAT1","MEIS2"
"1600","CTNNA1","MEIS2"
"1601","PKM2","MEIS2"
"1602","RAB4A","MEIS2"
"1603","IDH2","MEIS2"
"1604","SQRDL","MEIS2"
"1605","DNAJC7","MEIS2"
"1606","ECI2","MEIS2"
"1607","ACLY","MEIS2"
"1608","LGALS1","MEIS2"
"1609","HSD17B8","MEIS2"
"1610","ADD2","MEIS2"
"1611","LGALS3","MEIS2"
"1612","ITGAE","MEIS2"
"1613","GPR56","MEIS2"
"1614","RBPJ","MEIS2"
"1615","DDIT4","MEIS2"
"1616","ISG20","MEIS2"
"1617","RPS25","MEIS2"
"1618","CTSS","MEIS2"
"1619","NFKB2","MEIS2"
"1620","RASL12","MEIS2"
"1621","ATF4","MEIS2"
"1622","IFIT2","MEIS2"
"1623","PDE2A","MEIS2"
"1624","ANPEP","MEIS2"
"1625","BACE2","MEIS2"
"1626","TOP2A","MEIS2"
"1627","MYC","MEIS2"
"1628","ELF3","MEIS2"
"1629","HIST1H2BK","MEIS2"
"1630","FUBP3","MEIS2"
"1631","SH3BP5","MEIS2"
"1632","TSC22D3","MEIS2"
"1633","ALDOC","SERP1"
"1634","DFNA5","SERP1"
"1635","NET1","SERP1"
"1636","CBX1","SERP1"
"1637","FABP5","SERP1"
"1638","S100A10","SERP1"
"1639","GNAI1","SERP1"
"1640","SOX4","SERP1"
"1641","APP","SERP1"
"1642","C5orf13","SERP1"
"1643","NME1","SERP1"
"1644","AP2B1","SERP1"
"1645","VAMP8","SERP1"
"1646","MAP4K4","SERP1"
"1647","SAT1","SERP1"
"1648","CTNNA1","SERP1"
"1649","PKM2","SERP1"
"1650","RAB4A","SERP1"
"1651","IDH2","SERP1"
"1652","SQRDL","SERP1"
"1653","DNAJC7","SERP1"
"1654","ECI2","SERP1"
"1655","ACLY","SERP1"
"1656","LGALS1","SERP1"
"1657","HSD17B8","SERP1"
"1658","ADD2","SERP1"
"1659","LGALS3","SERP1"
"1660","ITGAE","SERP1"
"1661","GPR56","SERP1"
"1662","RBPJ","SERP1"
"1663","DDIT4","SERP1"
"1664","ISG20","SERP1"
"1665","RPS25","SERP1"
"1666","CTSS","SERP1"
"1667","NFKB2","SERP1"
"1668","RASL12","SERP1"
"1669","ATF4","SERP1"
"1670","IFIT2","SERP1"
"1671","PDE2A","SERP1"
"1672","ANPEP","SERP1"
"1673","BACE2","SERP1"
"1674","TOP2A","SERP1"
"1675","MYC","SERP1"
"1676","ELF3","SERP1"
"1677","HIST1H2BK","SERP1"
"1678","FUBP3","SERP1"
"1679","SH3BP5","SERP1"
"1680","TSC22D3","SERP1"
"1681","ALDOC","GPR171"
"1682","DFNA5","GPR171"
"1683","NET1","GPR171"
"1684","CBX1","GPR171"
"1685","FABP5","GPR171"
"1686","S100A10","GPR171"
"1687","GNAI1","GPR171"
"1688","SOX4","GPR171"
"1689","APP","GPR171"
"1690","C5orf13","GPR171"
"1691","NME1","GPR171"
"1692","AP2B1","GPR171"
"1693","VAMP8","GPR171"
"1694","MAP4K4","GPR171"
"1695","SAT1","GPR171"
"1696","CTNNA1","GPR171"
"1697","PKM2","GPR171"
"1698","RAB4A","GPR171"
"1699","IDH2","GPR171"
"1700","SQRDL","GPR171"
"1701","DNAJC7","GPR171"
"1702","ECI2","GPR171"
"1703","ACLY","GPR171"
"1704","LGALS1","GPR171"
"1705","HSD17B8","GPR171"
"1706","ADD2","GPR171"
"1707","LGALS3","GPR171"
"1708","ITGAE","GPR171"
"1709","GPR56","GPR171"
"1710","RBPJ","GPR171"
"1711","DDIT4","GPR171"
"1712","ISG20","GPR171"
"1713","RPS25","GPR171"
"1714","CTSS","GPR171"
"1715","NFKB2","GPR171"
"1716","RASL12","GPR171"
"1717","ATF4","GPR171"
"1718","IFIT2","GPR171"
"1719","PDE2A","GPR171"
"1720","ANPEP","GPR171"
"1721","BACE2","GPR171"
"1722","TOP2A","GPR171"
"1723","MYC","GPR171"
"1724","ELF3","GPR171"
"1725","HIST1H2BK","GPR171"
"1726","FUBP3","GPR171"
"1727","SH3BP5","GPR171"
"1728","TSC22D3","GPR171"
"1729","ALDOC","LANCL1"
"1730","DFNA5","LANCL1"
"1731","NET1","LANCL1"
"1732","CBX1","LANCL1"
"1733","FABP5","LANCL1"
"1734","S100A10","LANCL1"
"1735","GNAI1","LANCL1"
"1736","SOX4","LANCL1"
"1737","APP","LANCL1"
"1738","C5orf13","LANCL1"
"1739","NME1","LANCL1"
"1740","AP2B1","LANCL1"
"1741","VAMP8","LANCL1"
"1742","MAP4K4","LANCL1"
"1743","SAT1","LANCL1"
"1744","CTNNA1","LANCL1"
"1745","PKM2","LANCL1"
"1746","RAB4A","LANCL1"
"1747","IDH2","LANCL1"
"1748","SQRDL","LANCL1"
"1749","DNAJC7","LANCL1"
"1750","ECI2","LANCL1"
"1751","ACLY","LANCL1"
"1752","LGALS1","LANCL1"
"1753","HSD17B8","LANCL1"
"1754","ADD2","LANCL1"
"1755","LGALS3","LANCL1"
"1756","ITGAE","LANCL1"
"1757","GPR56","LANCL1"
"1758","RBPJ","LANCL1"
"1759","DDIT4","LANCL1"
"1760","ISG20","LANCL1"
"1761","RPS25","LANCL1"
"1762","CTSS","LANCL1"
"1763","NFKB2","LANCL1"
"1764","RASL12","LANCL1"
"1765","ATF4","LANCL1"
"1766","IFIT2","LANCL1"
"1767","PDE2A","LANCL1"
"1768","ANPEP","LANCL1"
"1769","BACE2","LANCL1"
"1770","TOP2A","LANCL1"
"1771","MYC","LANCL1"
"1772","ELF3","LANCL1"
"1773","HIST1H2BK","LANCL1"
"1774","FUBP3","LANCL1"
"1775","SH3BP5","LANCL1"
"1776","TSC22D3","LANCL1"
"1777","ALDOC","ATP8A2"
"1778","DFNA5","ATP8A2"
"1779","NET1","ATP8A2"
"1780","CBX1","ATP8A2"
"1781","FABP5","ATP8A2"
"1782","S100A10","ATP8A2"
"1783","GNAI1","ATP8A2"
"1784","SOX4","ATP8A2"
"1785","APP","ATP8A2"
"1786","C5orf13","ATP8A2"
"1787","NME1","ATP8A2"
"1788","AP2B1","ATP8A2"
"1789","VAMP8","ATP8A2"
"1790","MAP4K4","ATP8A2"
"1791","SAT1","ATP8A2"
"1792","CTNNA1","ATP8A2"
"1793","PKM2","ATP8A2"
