"","ProDiabetes","AntiDiabetes"
"1","PDIA4","GUCY1A3"
"2","CHFR","GUCY1A3"
"3","CDK9","GUCY1A3"
"4","AAMP","GUCY1A3"
"5","RPN1","GUCY1A3"
"6","WDR18","GUCY1A3"
"7","DDX3X","GUCY1A3"
"8","BLK","GUCY1A3"
"9","FZR1","GUCY1A3"
"10","SAFB","GUCY1A3"
"11","CXCR4","GUCY1A3"
"12","NDUFV1","GUCY1A3"
"13","ODF2","GUCY1A3"
"14","UQCRC1","GUCY1A3"
"15","PDIA3","GUCY1A3"
"16","GPI","GUCY1A3"
"17","TPD52L2","GUCY1A3"
"18","THOC6","GUCY1A3"
"19","HSPA9","GUCY1A3"
"20","HSPA5","GUCY1A3"
"21","GPAA1","GUCY1A3"
"22","SAFB2","GUCY1A3"
"23","HNRNPA1","GUCY1A3"
"24","ZFP36L1","GUCY1A3"
"25","GBAP1","GUCY1A3"
"26","RBM3","GUCY1A3"
"27","CCDC22","GUCY1A3"
"28","PTX3","GUCY1A3"
"29","RTN3","GUCY1A3"
"30","KDELR2","GUCY1A3"
"31","COPG","GUCY1A3"
"32","HERPUD1","GUCY1A3"
"33","GLUD1","GUCY1A3"
"34","DDIT4","GUCY1A3"
"35","ARF6","GUCY1A3"
"36","HNRNPU","GUCY1A3"
"37","TSPAN14","GUCY1A3"
"38","HMGB2","GUCY1A3"
"39","SART1","GUCY1A3"
"40","CDT1","GUCY1A3"
"41","MAPRE1","GUCY1A3"
"42","YWHAZ","GUCY1A3"
"43","PPP4C","GUCY1A3"
"44","HYOU1","GUCY1A3"
"45","GLUL","GUCY1A3"
"46","RAB1B","GUCY1A3"
"47","ICAM3","GUCY1A3"
"48","CYBB","GUCY1A3"
"49","PRPF6","GUCY1A3"
"50","SRSF9","GUCY1A3"
"51","EHD4","GUCY1A3"
"52","PUF60","GUCY1A3"
"53","DUSP1","GUCY1A3"
"54","PHF21A","GUCY1A3"
"55","TSC22D3","GUCY1A3"
"56","ALDOA","GUCY1A3"
"57","HBEGF","GUCY1A3"
"58","PAK2","GUCY1A3"
"59","MARCKS","GUCY1A3"
"60","FCAR","GUCY1A3"
"61","AMDHD2","GUCY1A3"
"62","MRPL12","GUCY1A3"
"63","MAFB","GUCY1A3"
"64","JUNB","GUCY1A3"
"65","EREG","GUCY1A3"
"66","LSM12","GUCY1A3"
"67","POTEKP","GUCY1A3"
"68","SOCS3","GUCY1A3"
"69","SOCS1","GUCY1A3"
"70","ACTR2","GUCY1A3"
"71","CDC37","GUCY1A3"
"72","ELMO1","GUCY1A3"
"73","TESK2","GUCY1A3"
"74","HNRNPA3","GUCY1A3"
"75","GSN","GUCY1A3"
"76","FPR2","GUCY1A3"
"77","RAB8A","GUCY1A3"
"78","PPIF","GUCY1A3"
"79","STX11","GUCY1A3"
"80","NSD1","GUCY1A3"
"81","HNRNPK","GUCY1A3"
"82","CTSD","GUCY1A3"
"83","PABPC4","GUCY1A3"
"84","P4HB","GUCY1A3"
"85","COPS7B","GUCY1A3"
"86","C19orf60","GUCY1A3"
"87","PRCC","GUCY1A3"
"88","RRP12","GUCY1A3"
"89","PDIA4","RUFY3"
"90","CHFR","RUFY3"
"91","CDK9","RUFY3"
"92","AAMP","RUFY3"
"93","RPN1","RUFY3"
"94","WDR18","RUFY3"
"95","DDX3X","RUFY3"
"96","BLK","RUFY3"
"97","FZR1","RUFY3"
"98","SAFB","RUFY3"
"99","CXCR4","RUFY3"
"100","NDUFV1","RUFY3"
"101","ODF2","RUFY3"
"102","UQCRC1","RUFY3"
"103","PDIA3","RUFY3"
"104","GPI","RUFY3"
"105","TPD52L2","RUFY3"
"106","THOC6","RUFY3"
"107","HSPA9","RUFY3"
"108","HSPA5","RUFY3"
"109","GPAA1","RUFY3"
"110","SAFB2","RUFY3"
"111","HNRNPA1","RUFY3"
"112","ZFP36L1","RUFY3"
"113","GBAP1","RUFY3"
"114","RBM3","RUFY3"
"115","CCDC22","RUFY3"
"116","PTX3","RUFY3"
"117","RTN3","RUFY3"
"118","KDELR2","RUFY3"
"119","COPG","RUFY3"
"120","HERPUD1","RUFY3"
"121","GLUD1","RUFY3"
"122","DDIT4","RUFY3"
"123","ARF6","RUFY3"
"124","HNRNPU","RUFY3"
"125","TSPAN14","RUFY3"
"126","HMGB2","RUFY3"
"127","SART1","RUFY3"
"128","CDT1","RUFY3"
"129","MAPRE1","RUFY3"
"130","YWHAZ","RUFY3"
"131","PPP4C","RUFY3"
"132","HYOU1","RUFY3"
"133","GLUL","RUFY3"
"134","RAB1B","RUFY3"
"135","ICAM3","RUFY3"
"136","CYBB","RUFY3"
"137","PRPF6","RUFY3"
"138","SRSF9","RUFY3"
"139","EHD4","RUFY3"
"140","PUF60","RUFY3"
"141","DUSP1","RUFY3"
"142","PHF21A","RUFY3"
"143","TSC22D3","RUFY3"
"144","ALDOA","RUFY3"
"145","HBEGF","RUFY3"
"146","PAK2","RUFY3"
"147","MARCKS","RUFY3"
"148","FCAR","RUFY3"
"149","AMDHD2","RUFY3"
"150","MRPL12","RUFY3"
"151","MAFB","RUFY3"
"152","JUNB","RUFY3"
"153","EREG","RUFY3"
"154","LSM12","RUFY3"
"155","POTEKP","RUFY3"
"156","SOCS3","RUFY3"
"157","SOCS1","RUFY3"
"158","ACTR2","RUFY3"
"159","CDC37","RUFY3"
"160","ELMO1","RUFY3"
"161","TESK2","RUFY3"
"162","HNRNPA3","RUFY3"
"163","GSN","RUFY3"
"164","FPR2","RUFY3"
"165","RAB8A","RUFY3"
"166","PPIF","RUFY3"
"167","STX11","RUFY3"
"168","NSD1","RUFY3"
"169","HNRNPK","RUFY3"
"170","CTSD","RUFY3"
"171","PABPC4","RUFY3"
"172","P4HB","RUFY3"
"173","COPS7B","RUFY3"
"174","C19orf60","RUFY3"
"175","PRCC","RUFY3"
"176","RRP12","RUFY3"
"177","PDIA4","CDKN2C"
"178","CHFR","CDKN2C"
"179","CDK9","CDKN2C"
"180","AAMP","CDKN2C"
"181","RPN1","CDKN2C"
"182","WDR18","CDKN2C"
"183","DDX3X","CDKN2C"
"184","BLK","CDKN2C"
"185","FZR1","CDKN2C"
"186","SAFB","CDKN2C"
"187","CXCR4","CDKN2C"
"188","NDUFV1","CDKN2C"
"189","ODF2","CDKN2C"
"190","UQCRC1","CDKN2C"
"191","PDIA3","CDKN2C"
"192","GPI","CDKN2C"
"193","TPD52L2","CDKN2C"
"194","THOC6","CDKN2C"
"195","HSPA9","CDKN2C"
"196","HSPA5","CDKN2C"
"197","GPAA1","CDKN2C"
"198","SAFB2","CDKN2C"
"199","HNRNPA1","CDKN2C"
"200","ZFP36L1","CDKN2C"
"201","GBAP1","CDKN2C"
"202","RBM3","CDKN2C"
"203","CCDC22","CDKN2C"
"204","PTX3","CDKN2C"
"205","RTN3","CDKN2C"
"206","KDELR2","CDKN2C"
"207","COPG","CDKN2C"
"208","HERPUD1","CDKN2C"
"209","GLUD1","CDKN2C"
"210","DDIT4","CDKN2C"
"211","ARF6","CDKN2C"
"212","HNRNPU","CDKN2C"
"213","TSPAN14","CDKN2C"
"214","HMGB2","CDKN2C"
"215","SART1","CDKN2C"
"216","CDT1","CDKN2C"
"217","MAPRE1","CDKN2C"
"218","YWHAZ","CDKN2C"
"219","PPP4C","CDKN2C"
"220","HYOU1","CDKN2C"
"221","GLUL","CDKN2C"
"222","RAB1B","CDKN2C"
"223","ICAM3","CDKN2C"
"224","CYBB","CDKN2C"
"225","PRPF6","CDKN2C"
"226","SRSF9","CDKN2C"
"227","EHD4","CDKN2C"
"228","PUF60","CDKN2C"
"229","DUSP1","CDKN2C"
"230","PHF21A","CDKN2C"
"231","TSC22D3","CDKN2C"
"232","ALDOA","CDKN2C"
"233","HBEGF","CDKN2C"
"234","PAK2","CDKN2C"
"235","MARCKS","CDKN2C"
"236","FCAR","CDKN2C"
"237","AMDHD2","CDKN2C"
"238","MRPL12","CDKN2C"
"239","MAFB","CDKN2C"
"240","JUNB","CDKN2C"
"241","EREG","CDKN2C"
"242","LSM12","CDKN2C"
"243","POTEKP","CDKN2C"
"244","SOCS3","CDKN2C"
"245","SOCS1","CDKN2C"
"246","ACTR2","CDKN2C"
"247","CDC37","CDKN2C"
"248","ELMO1","CDKN2C"
"249","TESK2","CDKN2C"
"250","HNRNPA3","CDKN2C"
"251","GSN","CDKN2C"
"252","FPR2","CDKN2C"
"253","RAB8A","CDKN2C"
"254","PPIF","CDKN2C"
"255","STX11","CDKN2C"
"256","NSD1","CDKN2C"
"257","HNRNPK","CDKN2C"
"258","CTSD","CDKN2C"
"259","PABPC4","CDKN2C"
"260","P4HB","CDKN2C"
"261","COPS7B","CDKN2C"
"262","C19orf60","CDKN2C"
"263","PRCC","CDKN2C"
"264","RRP12","CDKN2C"
"265","PDIA4","GPR124"
"266","CHFR","GPR124"
"267","CDK9","GPR124"
"268","AAMP","GPR124"
"269","RPN1","GPR124"
"270","WDR18","GPR124"
"271","DDX3X","GPR124"
"272","BLK","GPR124"
"273","FZR1","GPR124"
"274","SAFB","GPR124"
"275","CXCR4","GPR124"
"276","NDUFV1","GPR124"
"277","ODF2","GPR124"
"278","UQCRC1","GPR124"
"279","PDIA3","GPR124"
"280","GPI","GPR124"
"281","TPD52L2","GPR124"
"282","THOC6","GPR124"
"283","HSPA9","GPR124"
"284","HSPA5","GPR124"
"285","GPAA1","GPR124"
"286","SAFB2","GPR124"
"287","HNRNPA1","GPR124"
"288","ZFP36L1","GPR124"
"289","GBAP1","GPR124"
"290","RBM3","GPR124"
"291","CCDC22","GPR124"
"292","PTX3","GPR124"
"293","RTN3","GPR124"
"294","KDELR2","GPR124"
"295","COPG","GPR124"
"296","HERPUD1","GPR124"
"297","GLUD1","GPR124"
"298","DDIT4","GPR124"
"299","ARF6","GPR124"
"300","HNRNPU","GPR124"
"301","TSPAN14","GPR124"
"302","HMGB2","GPR124"
"303","SART1","GPR124"
"304","CDT1","GPR124"
"305","MAPRE1","GPR124"
"306","YWHAZ","GPR124"
"307","PPP4C","GPR124"
"308","HYOU1","GPR124"
"309","GLUL","GPR124"
"310","RAB1B","GPR124"
"311","ICAM3","GPR124"
"312","CYBB","GPR124"
"313","PRPF6","GPR124"
"314","SRSF9","GPR124"
"315","EHD4","GPR124"
"316","PUF60","GPR124"
"317","DUSP1","GPR124"
"318","PHF21A","GPR124"
"319","TSC22D3","GPR124"
"320","ALDOA","GPR124"
"321","HBEGF","GPR124"
"322","PAK2","GPR124"
"323","MARCKS","GPR124"
"324","FCAR","GPR124"
"325","AMDHD2","GPR124"
"326","MRPL12","GPR124"
"327","MAFB","GPR124"
"328","JUNB","GPR124"
"329","EREG","GPR124"
"330","LSM12","GPR124"
"331","POTEKP","GPR124"
"332","SOCS3","GPR124"
"333","SOCS1","GPR124"
"334","ACTR2","GPR124"
"335","CDC37","GPR124"
"336","ELMO1","GPR124"
"337","TESK2","GPR124"
"338","HNRNPA3","GPR124"
"339","GSN","GPR124"
"340","FPR2","GPR124"
"341","RAB8A","GPR124"
"342","PPIF","GPR124"
"343","STX11","GPR124"
"344","NSD1","GPR124"
"345","HNRNPK","GPR124"
"346","CTSD","GPR124"
"347","PABPC4","GPR124"
"348","P4HB","GPR124"
"349","COPS7B","GPR124"
"350","C19orf60","GPR124"
"351","PRCC","GPR124"
"352","RRP12","GPR124"
"353","PDIA4","C22orf36"
"354","CHFR","C22orf36"
"355","CDK9","C22orf36"
"356","AAMP","C22orf36"
"357","RPN1","C22orf36"
"358","WDR18","C22orf36"
"359","DDX3X","C22orf36"
"360","BLK","C22orf36"
"361","FZR1","C22orf36"
"362","SAFB","C22orf36"
"363","CXCR4","C22orf36"
"364","NDUFV1","C22orf36"
"365","ODF2","C22orf36"
"366","UQCRC1","C22orf36"
"367","PDIA3","C22orf36"
"368","GPI","C22orf36"
"369","TPD52L2","C22orf36"
"370","THOC6","C22orf36"
"371","HSPA9","C22orf36"
"372","HSPA5","C22orf36"
"373","GPAA1","C22orf36"
"374","SAFB2","C22orf36"
"375","HNRNPA1","C22orf36"
"376","ZFP36L1","C22orf36"
"377","GBAP1","C22orf36"
"378","RBM3","C22orf36"
"379","CCDC22","C22orf36"
"380","PTX3","C22orf36"
"381","RTN3","C22orf36"
"382","KDELR2","C22orf36"
"383","COPG","C22orf36"
"384","HERPUD1","C22orf36"
"385","GLUD1","C22orf36"
"386","DDIT4","C22orf36"
"387","ARF6","C22orf36"
"388","HNRNPU","C22orf36"
"389","TSPAN14","C22orf36"
"390","HMGB2","C22orf36"
"391","SART1","C22orf36"
"392","CDT1","C22orf36"
"393","MAPRE1","C22orf36"
"394","YWHAZ","C22orf36"
"395","PPP4C","C22orf36"
"396","HYOU1","C22orf36"
"397","GLUL","C22orf36"
"398","RAB1B","C22orf36"
"399","ICAM3","C22orf36"
"400","CYBB","C22orf36"
"401","PRPF6","C22orf36"
"402","SRSF9","C22orf36"
"403","EHD4","C22orf36"
"404","PUF60","C22orf36"
"405","DUSP1","C22orf36"
"406","PHF21A","C22orf36"
"407","TSC22D3","C22orf36"
"408","ALDOA","C22orf36"
"409","HBEGF","C22orf36"
"410","PAK2","C22orf36"
"411","MARCKS","C22orf36"
"412","FCAR","C22orf36"
"413","AMDHD2","C22orf36"
"414","MRPL12","C22orf36"
"415","MAFB","C22orf36"
"416","JUNB","C22orf36"
"417","EREG","C22orf36"
"418","LSM12","C22orf36"
"419","POTEKP","C22orf36"
"420","SOCS3","C22orf36"
"421","SOCS1","C22orf36"
"422","ACTR2","C22orf36"
"423","CDC37","C22orf36"
"424","ELMO1","C22orf36"
"425","TESK2","C22orf36"
"426","HNRNPA3","C22orf36"
"427","GSN","C22orf36"
"428","FPR2","C22orf36"
"429","RAB8A","C22orf36"
"430","PPIF","C22orf36"
"431","STX11","C22orf36"
"432","NSD1","C22orf36"
"433","HNRNPK","C22orf36"
"434","CTSD","C22orf36"
"435","PABPC4","C22orf36"
"436","P4HB","C22orf36"
"437","COPS7B","C22orf36"
"438","C19orf60","C22orf36"
"439","PRCC","C22orf36"
"440","RRP12","C22orf36"
"441","PDIA4","PNPLA4"
"442","CHFR","PNPLA4"
"443","CDK9","PNPLA4"
"444","AAMP","PNPLA4"
"445","RPN1","PNPLA4"
"446","WDR18","PNPLA4"
"447","DDX3X","PNPLA4"
"448","BLK","PNPLA4"
"449","FZR1","PNPLA4"
"450","SAFB","PNPLA4"
"451","CXCR4","PNPLA4"
"452","NDUFV1","PNPLA4"
"453","ODF2","PNPLA4"
"454","UQCRC1","PNPLA4"
"455","PDIA3","PNPLA4"
"456","GPI","PNPLA4"
"457","TPD52L2","PNPLA4"
"458","THOC6","PNPLA4"
"459","HSPA9","PNPLA4"
"460","HSPA5","PNPLA4"
"461","GPAA1","PNPLA4"
"462","SAFB2","PNPLA4"
"463","HNRNPA1","PNPLA4"
"464","ZFP36L1","PNPLA4"
"465","GBAP1","PNPLA4"
"466","RBM3","PNPLA4"
"467","CCDC22","PNPLA4"
"468","PTX3","PNPLA4"
"469","RTN3","PNPLA4"
"470","KDELR2","PNPLA4"
"471","COPG","PNPLA4"
"472","HERPUD1","PNPLA4"
"473","GLUD1","PNPLA4"
"474","DDIT4","PNPLA4"
"475","ARF6","PNPLA4"
"476","HNRNPU","PNPLA4"
"477","TSPAN14","PNPLA4"
"478","HMGB2","PNPLA4"
"479","SART1","PNPLA4"
"480","CDT1","PNPLA4"
"481","MAPRE1","PNPLA4"
"482","YWHAZ","PNPLA4"
"483","PPP4C","PNPLA4"
"484","HYOU1","PNPLA4"
"485","GLUL","PNPLA4"
"486","RAB1B","PNPLA4"
"487","ICAM3","PNPLA4"
"488","CYBB","PNPLA4"
"489","PRPF6","PNPLA4"
"490","SRSF9","PNPLA4"
"491","EHD4","PNPLA4"
"492","PUF60","PNPLA4"
"493","DUSP1","PNPLA4"
"494","PHF21A","PNPLA4"
"495","TSC22D3","PNPLA4"
"496","ALDOA","PNPLA4"
"497","HBEGF","PNPLA4"
"498","PAK2","PNPLA4"
"499","MARCKS","PNPLA4"
"500","FCAR","PNPLA4"
"501","AMDHD2","PNPLA4"
"502","MRPL12","PNPLA4"
"503","MAFB","PNPLA4"
"504","JUNB","PNPLA4"
"505","EREG","PNPLA4"
"506","LSM12","PNPLA4"
"507","POTEKP","PNPLA4"
"508","SOCS3","PNPLA4"
"509","SOCS1","PNPLA4"
"510","ACTR2","PNPLA4"
"511","CDC37","PNPLA4"
"512","ELMO1","PNPLA4"
"513","TESK2","PNPLA4"
"514","HNRNPA3","PNPLA4"
"515","GSN","PNPLA4"
"516","FPR2","PNPLA4"
"517","RAB8A","PNPLA4"
"518","PPIF","PNPLA4"
"519","STX11","PNPLA4"
"520","NSD1","PNPLA4"
"521","HNRNPK","PNPLA4"
"522","CTSD","PNPLA4"
"523","PABPC4","PNPLA4"
"524","P4HB","PNPLA4"
"525","COPS7B","PNPLA4"
"526","C19orf60","PNPLA4"
"527","PRCC","PNPLA4"
"528","RRP12","PNPLA4"
"529","PDIA4","RUFY2"
"530","CHFR","RUFY2"
"531","CDK9","RUFY2"
"532","AAMP","RUFY2"
"533","RPN1","RUFY2"
"534","WDR18","RUFY2"
"535","DDX3X","RUFY2"
"536","BLK","RUFY2"
"537","FZR1","RUFY2"
"538","SAFB","RUFY2"
"539","CXCR4","RUFY2"
"540","NDUFV1","RUFY2"
"541","ODF2","RUFY2"
"542","UQCRC1","RUFY2"
"543","PDIA3","RUFY2"
"544","GPI","RUFY2"
"545","TPD52L2","RUFY2"
"546","THOC6","RUFY2"
"547","HSPA9","RUFY2"
"548","HSPA5","RUFY2"
"549","GPAA1","RUFY2"
"550","SAFB2","RUFY2"
"551","HNRNPA1","RUFY2"
"552","ZFP36L1","RUFY2"
"553","GBAP1","RUFY2"
"554","RBM3","RUFY2"
"555","CCDC22","RUFY2"
"556","PTX3","RUFY2"
"557","RTN3","RUFY2"
"558","KDELR2","RUFY2"
"559","COPG","RUFY2"
"560","HERPUD1","RUFY2"
"561","GLUD1","RUFY2"
"562","DDIT4","RUFY2"
"563","ARF6","RUFY2"
"564","HNRNPU","RUFY2"
"565","TSPAN14","RUFY2"
"566","HMGB2","RUFY2"
"567","SART1","RUFY2"
"568","CDT1","RUFY2"
"569","MAPRE1","RUFY2"
"570","YWHAZ","RUFY2"
"571","PPP4C","RUFY2"
"572","HYOU1","RUFY2"
"573","GLUL","RUFY2"
"574","RAB1B","RUFY2"
"575","ICAM3","RUFY2"
"576","CYBB","RUFY2"
"577","PRPF6","RUFY2"
"578","SRSF9","RUFY2"
"579","EHD4","RUFY2"
"580","PUF60","RUFY2"
"581","DUSP1","RUFY2"
"582","PHF21A","RUFY2"
"583","TSC22D3","RUFY2"
"584","ALDOA","RUFY2"
"585","HBEGF","RUFY2"
"586","PAK2","RUFY2"
"587","MARCKS","RUFY2"
"588","FCAR","RUFY2"
"589","AMDHD2","RUFY2"
"590","MRPL12","RUFY2"
"591","MAFB","RUFY2"
"592","JUNB","RUFY2"
"593","EREG","RUFY2"
"594","LSM12","RUFY2"
"595","POTEKP","RUFY2"
"596","SOCS3","RUFY2"
"597","SOCS1","RUFY2"
"598","ACTR2","RUFY2"
"599","CDC37","RUFY2"
"600","ELMO1","RUFY2"
"601","TESK2","RUFY2"
"602","HNRNPA3","RUFY2"
"603","GSN","RUFY2"
"604","FPR2","RUFY2"
"605","RAB8A","RUFY2"
"606","PPIF","RUFY2"
"607","STX11","RUFY2"
"608","NSD1","RUFY2"
"609","HNRNPK","RUFY2"
"610","CTSD","RUFY2"
"611","PABPC4","RUFY2"
"612","P4HB","RUFY2"
"613","COPS7B","RUFY2"
"614","C19orf60","RUFY2"
"615","PRCC","RUFY2"
"616","RRP12","RUFY2"
"617","PDIA4","S100A10"
"618","CHFR","S100A10"
"619","CDK9","S100A10"
"620","AAMP","S100A10"
"621","RPN1","S100A10"
"622","WDR18","S100A10"
"623","DDX3X","S100A10"
"624","BLK","S100A10"
"625","FZR1","S100A10"
"626","SAFB","S100A10"
"627","CXCR4","S100A10"
"628","NDUFV1","S100A10"
"629","ODF2","S100A10"
"630","UQCRC1","S100A10"
"631","PDIA3","S100A10"
"632","GPI","S100A10"
"633","TPD52L2","S100A10"
"634","THOC6","S100A10"
"635","HSPA9","S100A10"
"636","HSPA5","S100A10"
"637","GPAA1","S100A10"
"638","SAFB2","S100A10"
"639","HNRNPA1","S100A10"
"640","ZFP36L1","S100A10"
"641","GBAP1","S100A10"
"642","RBM3","S100A10"
"643","CCDC22","S100A10"
"644","PTX3","S100A10"
"645","RTN3","S100A10"
"646","KDELR2","S100A10"
"647","COPG","S100A10"
"648","HERPUD1","S100A10"
"649","GLUD1","S100A10"
"650","DDIT4","S100A10"
"651","ARF6","S100A10"
"652","HNRNPU","S100A10"
"653","TSPAN14","S100A10"
"654","HMGB2","S100A10"
"655","SART1","S100A10"
"656","CDT1","S100A10"
"657","MAPRE1","S100A10"
"658","YWHAZ","S100A10"
"659","PPP4C","S100A10"
"660","HYOU1","S100A10"
"661","GLUL","S100A10"
"662","RAB1B","S100A10"
"663","ICAM3","S100A10"
"664","CYBB","S100A10"
"665","PRPF6","S100A10"
"666","SRSF9","S100A10"
"667","EHD4","S100A10"
"668","PUF60","S100A10"
"669","DUSP1","S100A10"
"670","PHF21A","S100A10"
"671","TSC22D3","S100A10"
"672","ALDOA","S100A10"
"673","HBEGF","S100A10"
"674","PAK2","S100A10"
"675","MARCKS","S100A10"
"676","FCAR","S100A10"
"677","AMDHD2","S100A10"
"678","MRPL12","S100A10"
"679","MAFB","S100A10"
"680","JUNB","S100A10"
"681","EREG","S100A10"
"682","LSM12","S100A10"
"683","POTEKP","S100A10"
"684","SOCS3","S100A10"
"685","SOCS1","S100A10"
"686","ACTR2","S100A10"
"687","CDC37","S100A10"
"688","ELMO1","S100A10"
"689","TESK2","S100A10"
"690","HNRNPA3","S100A10"
"691","GSN","S100A10"
"692","FPR2","S100A10"
"693","RAB8A","S100A10"
"694","PPIF","S100A10"
"695","STX11","S100A10"
"696","NSD1","S100A10"
"697","HNRNPK","S100A10"
"698","CTSD","S100A10"
"699","PABPC4","S100A10"
"700","P4HB","S100A10"
"701","COPS7B","S100A10"
"702","C19orf60","S100A10"
"703","PRCC","S100A10"
"704","RRP12","S100A10"
"705","PDIA4","RNF113A"
"706","CHFR","RNF113A"
"707","CDK9","RNF113A"
"708","AAMP","RNF113A"
"709","RPN1","RNF113A"
"710","WDR18","RNF113A"
"711","DDX3X","RNF113A"
"712","BLK","RNF113A"
"713","FZR1","RNF113A"
"714","SAFB","RNF113A"
"715","CXCR4","RNF113A"
"716","NDUFV1","RNF113A"
"717","ODF2","RNF113A"
"718","UQCRC1","RNF113A"
"719","PDIA3","RNF113A"
"720","GPI","RNF113A"
"721","TPD52L2","RNF113A"
"722","THOC6","RNF113A"
"723","HSPA9","RNF113A"
"724","HSPA5","RNF113A"
"725","GPAA1","RNF113A"
"726","SAFB2","RNF113A"
"727","HNRNPA1","RNF113A"
"728","ZFP36L1","RNF113A"
"729","GBAP1","RNF113A"
"730","RBM3","RNF113A"
"731","CCDC22","RNF113A"
"732","PTX3","RNF113A"
"733","RTN3","RNF113A"
"734","KDELR2","RNF113A"
"735","COPG","RNF113A"
"736","HERPUD1","RNF113A"
"737","GLUD1","RNF113A"
"738","DDIT4","RNF113A"
"739","ARF6","RNF113A"
"740","HNRNPU","RNF113A"
"741","TSPAN14","RNF113A"
"742","HMGB2","RNF113A"
"743","SART1","RNF113A"
"744","CDT1","RNF113A"
"745","MAPRE1","RNF113A"
"746","YWHAZ","RNF113A"
"747","PPP4C","RNF113A"
"748","HYOU1","RNF113A"
"749","GLUL","RNF113A"
"750","RAB1B","RNF113A"
"751","ICAM3","RNF113A"
"752","CYBB","RNF113A"
"753","PRPF6","RNF113A"
"754","SRSF9","RNF113A"
"755","EHD4","RNF113A"
"756","PUF60","RNF113A"
"757","DUSP1","RNF113A"
"758","PHF21A","RNF113A"
"759","TSC22D3","RNF113A"
"760","ALDOA","RNF113A"
"761","HBEGF","RNF113A"
"762","PAK2","RNF113A"
"763","MARCKS","RNF113A"
"764","FCAR","RNF113A"
"765","AMDHD2","RNF113A"
"766","MRPL12","RNF113A"
"767","MAFB","RNF113A"
"768","JUNB","RNF113A"
"769","EREG","RNF113A"
"770","LSM12","RNF113A"
"771","POTEKP","RNF113A"
"772","SOCS3","RNF113A"
"773","SOCS1","RNF113A"
"774","ACTR2","RNF113A"
"775","CDC37","RNF113A"
"776","ELMO1","RNF113A"
"777","TESK2","RNF113A"
"778","HNRNPA3","RNF113A"
"779","GSN","RNF113A"
"780","FPR2","RNF113A"
"781","RAB8A","RNF113A"
"782","PPIF","RNF113A"
"783","STX11","RNF113A"
"784","NSD1","RNF113A"
"785","HNRNPK","RNF113A"
"786","CTSD","RNF113A"
"787","PABPC4","RNF113A"
"788","P4HB","RNF113A"
"789","COPS7B","RNF113A"
"790","C19orf60","RNF113A"
"791","PRCC","RNF113A"
"792","RRP12","RNF113A"
"793","PDIA4","LPP"
"794","CHFR","LPP"
"795","CDK9","LPP"
"796","AAMP","LPP"
"797","RPN1","LPP"
"798","WDR18","LPP"
"799","DDX3X","LPP"
"800","BLK","LPP"
"801","FZR1","LPP"
"802","SAFB","LPP"
"803","CXCR4","LPP"
"804","NDUFV1","LPP"
"805","ODF2","LPP"
"806","UQCRC1","LPP"
"807","PDIA3","LPP"
"808","GPI","LPP"
"809","TPD52L2","LPP"
"810","THOC6","LPP"
"811","HSPA9","LPP"
"812","HSPA5","LPP"
"813","GPAA1","LPP"
"814","SAFB2","LPP"
"815","HNRNPA1","LPP"
"816","ZFP36L1","LPP"
"817","GBAP1","LPP"
"818","RBM3","LPP"
"819","CCDC22","LPP"
"820","PTX3","LPP"
"821","RTN3","LPP"
"822","KDELR2","LPP"
"823","COPG","LPP"
"824","HERPUD1","LPP"
"825","GLUD1","LPP"
"826","DDIT4","LPP"
"827","ARF6","LPP"
"828","HNRNPU","LPP"
"829","TSPAN14","LPP"
"830","HMGB2","LPP"
"831","SART1","LPP"
"832","CDT1","LPP"
"833","MAPRE1","LPP"
"834","YWHAZ","LPP"
"835","PPP4C","LPP"
"836","HYOU1","LPP"
"837","GLUL","LPP"
"838","RAB1B","LPP"
"839","ICAM3","LPP"
"840","CYBB","LPP"
"841","PRPF6","LPP"
"842","SRSF9","LPP"
"843","EHD4","LPP"
"844","PUF60","LPP"
"845","DUSP1","LPP"
"846","PHF21A","LPP"
"847","TSC22D3","LPP"
"848","ALDOA","LPP"
"849","HBEGF","LPP"
"850","PAK2","LPP"
"851","MARCKS","LPP"
"852","FCAR","LPP"
"853","AMDHD2","LPP"
"854","MRPL12","LPP"
"855","MAFB","LPP"
"856","JUNB","LPP"
"857","EREG","LPP"
"858","LSM12","LPP"
"859","POTEKP","LPP"
"860","SOCS3","LPP"
"861","SOCS1","LPP"
"862","ACTR2","LPP"
"863","CDC37","LPP"
"864","ELMO1","LPP"
"865","TESK2","LPP"
"866","HNRNPA3","LPP"
"867","GSN","LPP"
"868","FPR2","LPP"
"869","RAB8A","LPP"
"870","PPIF","LPP"
"871","STX11","LPP"
"872","NSD1","LPP"
"873","HNRNPK","LPP"
"874","CTSD","LPP"
"875","PABPC4","LPP"
"876","P4HB","LPP"
"877","COPS7B","LPP"
"878","C19orf60","LPP"
"879","PRCC","LPP"
"880","RRP12","LPP"
"881","PDIA4","RPL7A"
"882","CHFR","RPL7A"
"883","CDK9","RPL7A"
"884","AAMP","RPL7A"
"885","RPN1","RPL7A"
"886","WDR18","RPL7A"
"887","DDX3X","RPL7A"
"888","BLK","RPL7A"
"889","FZR1","RPL7A"
"890","SAFB","RPL7A"
"891","CXCR4","RPL7A"
"892","NDUFV1","RPL7A"
