"","proMYC","antiMYC"
"903","HIST1H2AC","TJP2"
"904","TGM1","TJP2"
"905","ADAM8","TJP2"
"906","NOLC1","TJP2"
"907","FGD6","TJP2"
"908","CCDC137","TJP2"
"909","FGF11","TJP2"
"910","CYTH2","TJP2"
"911","HSPD1","TJP2"
"912","PNPT1","TJP2"
"913","FLJ10661","TJP2"
"914","DCAF4","TJP2"
"915","DHODH","TJP2"
"916","TGM2","TJP2"
"917","COL5A1","TJP2"
"918","IRF9","TJP2"
"919","IPO4","TJP2"
"920","TNFAIP2","TJP2"
"921","TRMT1","TJP2"
"922","MCOLN2","TJP2"
"923","TCOF1","TJP2"
"924","GPD1L","TJP2"
"925","IMP4","TJP2"
"926","PCOLCE2","TJP2"
"927","FLAD1","TJP2"
"928","NOP56","TJP2"
"929","NFKB2","TJP2"
"930","OSBP2","TJP2"
"931","AKAP12","TJP2"
"932","C1orf51","TJP2"
"933","SPTAN1","TJP2"
"934","ALS2CL","TJP2"
"935","PMM2","TJP2"
"936","RNF213","TJP2"
"937","PHB","TJP2"
"938","C11orf48","TJP2"
"939","HSPA6","TJP2"
"940","PA2G4","TJP2"
"941","RRP9","TJP2"
"942","DDAH2","TJP2"
"943","DDX26B","TJP2"
"944","NLE1","TJP2"
"945","KCNQ5","TJP2"
"946","DDX28","TJP2"
"947","STMN3","TJP2"
"948","DDX10","TJP2"
"949","SORD","TJP2"
"950","UTP20","TJP2"
"951","TINF2","TJP2"
"952","TMEM97","TJP2"
"953","ZNF667","TJP2"
"954","TTLL12","TJP2"
"955","DAB2","TJP2"
"956","OR2A4","TJP2"
"957","PRR5","TJP2"
"958","MEG3","TJP2"
"959","FAM195A","TJP2"
"960","BID","TJP2"
"961","XPO5","TJP2"
"962","TRIOBP","TJP2"
"963","PLAU","TJP2"
"964","PLEKHG2","TJP2"
"965","KIAA1609","TJP2"
"966","FAM86B1","TJP2"
"967","MKNK1","TJP2"
"968","CDK2","TJP2"
"969","PLEC","TJP2"
"970","COL1A1","TJP2"
"971","MAP3K6","TJP2"
"972","UBIAD1","TJP2"
"973","ERBB3","TJP2"
"974","FARSA","TJP2"
"975","DTX2P1UPK3BP1PMS2P11","TJP2"
"976","AGPAT5","TJP2"
"977","PLD6","TJP2"
"978","ARNTL","TJP2"
"979","SLC6A8","TJP2"
"980","FAM168A","TJP2"
"981","LOC730755","TJP2"
"982","SMTN","TJP2"
"983","ABCC3","TJP2"
"984","PHF1","TJP2"
"985","NDE1","TJP2"
"986","DHRS1","TJP2"
"987","KHNYN","TJP2"
"988","EPS8L1","TJP2"
"989","ANGEL1","TJP2"
"990","GPR110","TJP2"
"991","COL8A2","TJP2"
"992","SORL1","TJP2"
"993","ANAPC1","TJP2"
"994","SESTD1","TJP2"
"995","RPP40","TJP2"
"996","FGFBP1","TJP2"
"997","NUFIP1","TJP2"
"998","ERCC1","TJP2"
"999","ALG3","TJP2"
"1000","MTMR11","TJP2"
"1001","CCNG2","TJP2"
"1002","NLRP1","TJP2"
"1003","ABL2","TJP2"
"1004","SRM","TJP2"
"1005","SCFD2","TJP2"
"1006","GNL3","TJP2"
"1007","GPATCH4","TJP2"
"1008","ALDH1B1","TJP2"
"1009","PAICS","TJP2"
"1010","NOL6","TJP2"
"1011","VMP1","TJP2"
"1012","NTF4","TJP2"
"1013","NCL","TJP2"
"1014","SLC12A8","TJP2"
"1015","HS6ST2","TJP2"
"1016","GPRC5A","TJP2"
"1017","NIT1","TJP2"
"1018","FAM193B","TJP2"
"1019","DUOX1","TJP2"
"1020","BOP1","TJP2"
"1021","MST1R","TJP2"
"1022","WSB1","TJP2"
"1023","GOLGA2","TJP2"
"1024","LTBP2","TJP2"
"1025","AHNAK","TJP2"
"1026","LINC00173","TJP2"
"1027","GEMIN5","TJP2"
"1028","PC","TJP2"
"1029","MICAL1","TJP2"
"1030","BEND3","TJP2"
"1031","MIR21","TJP2"
"1032","DUSP22","TJP2"
"1033","CGN","TJP2"
"1034","C10orf2","TJP2"
"1035","SUPV3L1","TJP2"
"1036","DIEXF","TJP2"
"1037","FCHSD1","TJP2"
"1038","VAMP1","TJP2"
"1039","YPEL3","TJP2"
"1040","CDCA8","TJP2"
"1041","TAF4B","TJP2"
"1042","CCDC78","TJP2"
"1043","FAM100A","TJP2"
"1044","NPM1","TJP2"
"1045","TFB2M","TJP2"
"1046","DKC1","TJP2"
"1047","PDLIM7","TJP2"
"1048","DUSP2","TJP2"
"1049","ARNTL2","TJP2"
"1050","PES1","TJP2"
"1051","SSH3","TJP2"
"1052","FARSB","TJP2"
"1053","C19orf48","TJP2"
"1054","C20orf27","TJP2"
"1055","WDR12","TJP2"
"1056","SERPINB1","TJP2"
"1057","MON1A","TJP2"
"1058","SMURF1","TJP2"
"1059","PCYOX1L","TJP2"
"1060","NRP1","TJP2"
"1061","SLC6A15","TJP2"
"1062","MRTO4","TJP2"
"1063","FAM86C1","TJP2"
"1064","ATIC","TJP2"
"1065","SLITRK6","TJP2"
"1066","B7H6","TJP2"
"1067","CCDC86","TJP2"
"1068","SLC29A2","TJP2"
"1069","SNHG1","TJP2"
"1070","LAMC2","TJP2"
"1071","DDX18","TJP2"
"1072","EXOSC5","TJP2"
"1073","ECE2","TJP2"
"1074","NOP16","TJP2"
"1075","WDR74","TJP2"
"1076","UTP14A","TJP2"
"1077","NOP2","TJP2"
"1078","METTL1","TJP2"
"1079","RCL1","TJP2"
"1080","PDP1","TJP2"
"1081","BAX","TJP2"
"1082","TK1","TJP2"
"1083","TAF9","TJP2"
"1084","RUVBL2","TJP2"
"1085","HMGA1","TJP2"
"1086","KAT5","TJP2"
"1087","ENO1","TJP2"
"1088","CDC25A","TJP2"
"1089","E2F3","TJP2"
"1090","PRDX3","TJP2"
"1091","ODC1","TJP2"
"1092","PTMA","TJP2"
"1093","SNAI1","TJP2"
"1094","KAT2A","TJP2"
"1095","SERPINI1","TJP2"
"1096","HSP90AA1","TJP2"
"1097","MMP9","TJP2"
"1098","LIN28B","TJP2"
"1099","NME1","TJP2"
"1100","TERT","TJP2"
"1101","RPL11","TJP2"
"1102","PIM1","TJP2"
"1103","TAF10","TJP2"
"1104","RUVBL1","TJP2"
"1105","BMI1","TJP2"
"1106","SLC2A1","TJP2"
"1107","TAF12","TJP2"
"1108","BIRC5","TJP2"
"1109","BCAT1","TJP2"
"1110","KIR3DL1","TJP2"
"1111","SUPT7L","TJP2"
"1112","LDHA","TJP2"
"1113","TRRAP","TJP2"
"1114","IREB2","TJP2"
"1115","TP53","TJP2"
"1116","CAD","TJP2"
"1117","MTDH","TJP2"
"1118","FOSL1","TJP2"
"1119","GPAM","TJP2"
"1120","GAPDH","TJP2"
"1121","HSPA4","TJP2"
"1122","SUPT3H","TJP2"
"1123","POLR3D","TJP2"
"1124","SHMT1","TJP2"
"1125","CREBBP","TJP2"
"1126","CCND2","TJP2"
"1127","PEG10","TJP2"
"1128","EIF4G1","TJP2"
"1129","NBN","TJP2"
"1130","MYCT1","TJP2"
"1131","PDCD10","TJP2"
"1132","MINA","TJP2"
"1133","NDUFAF2","TJP2"
"1134","PMAIP1","TJP2"
"1135","HUWE1","TJP2"
"1136","ACTL6A","TJP2"
"1137","RCC1","TJP2"
"1138","NME2","TJP2"
"1139","CCNB1","TJP2"
"1140","CDCA7","TJP2"
"1141","UBTF","TJP2"
"1142","TFRC","TJP2"
"1143","EIF4A1","TJP2"
"1144","EIF4E","TJP2"
"1145","MTA1","TJP2"
"1146","EIF2S1","TJP2"
"1147","NDUFAF4","TJP2"
"1148","NOC4L","TJP2"
"1149","WDR43","TJP2"
"1150","TBRG4","TJP2"
"1151","NIP7","TJP2"
"1152","BYSL","TJP2"
"1153","PLK4","TJP2"
"1154","PPAN","TJP2"
"1155","RRP12","TJP2"
"1156","PPRC1","TJP2"
"1157","MCM5","TJP2"
"1158","CBX3","TJP2"
"1159","PLK1","TJP2"
"1160","MCM4","TJP2"
"1161","PRMT3","TJP2"
"1162","LAS1L","TJP2"
"1163","PUS1","TJP2"
"1164","HSPE1","TJP2"
"1165","DCTPP1","TJP2"
"1166","GRWD1","TJP2"
"1167","UNG","TJP2"
"1168","MPHOSPH10","TJP2"
"1169","ATP2B4","SFRP1"
"1170","EMP1","SFRP1"
"1171","PTRH2","SFRP1"
"1172","TUBA1A","SFRP1"
"1173","NGFR","SFRP1"
"1174","ADAMTS15","SFRP1"
"1175","DGKA","SFRP1"
"1176","C12orf66","SFRP1"
"1177","LSG1","SFRP1"
"1178","CIRH1A","SFRP1"
"1179","ZBED2","SFRP1"
"1180","UBE2D4","SFRP1"
"1181","RABEPK","SFRP1"
"1182","BCS1L","SFRP1"
"1183","ACSS2","SFRP1"
"1184","CDK4","SFRP1"
"1185","RHBDF1","SFRP1"
"1186","HK2","SFRP1"
"1187","RUNX1","SFRP1"
"1188","PFKM","SFRP1"
"1189","AIMP2","SFRP1"
"1190","LOC646762","SFRP1"
"1191","ERVMER341","SFRP1"
"1192","SFXN4","SFRP1"
"1193","SLC19A1","SFRP1"
"1194","MYBBP1A","SFRP1"
"1195","HIST1H2AC","SFRP1"
"1196","TGM1","SFRP1"
"1197","ADAM8","SFRP1"
"1198","NOLC1","SFRP1"
"1199","FGD6","SFRP1"
"1200","CCDC137","SFRP1"
"1201","FGF11","SFRP1"
"1202","CYTH2","SFRP1"
"1203","HSPD1","SFRP1"
"1204","PNPT1","SFRP1"
"1205","FLJ10661","SFRP1"
"1206","DCAF4","SFRP1"
"1207","DHODH","SFRP1"
"1208","TGM2","SFRP1"
"1209","COL5A1","SFRP1"
"1210","IRF9","SFRP1"
"1211","IPO4","SFRP1"
"1212","TNFAIP2","SFRP1"
"1213","TRMT1","SFRP1"
"1214","MCOLN2","SFRP1"
"1215","TCOF1","SFRP1"
"1216","GPD1L","SFRP1"
"1217","IMP4","SFRP1"
"1218","PCOLCE2","SFRP1"
"1219","FLAD1","SFRP1"
"1220","NOP56","SFRP1"
"1221","NFKB2","SFRP1"
"1222","OSBP2","SFRP1"
"1223","AKAP12","SFRP1"
"1224","C1orf51","SFRP1"
"1225","SPTAN1","SFRP1"
"1226","ALS2CL","SFRP1"
"1227","PMM2","SFRP1"
"1228","RNF213","SFRP1"
"1229","PHB","SFRP1"
"1230","C11orf48","SFRP1"
"1231","HSPA6","SFRP1"
"1232","PA2G4","SFRP1"
"1233","RRP9","SFRP1"
"1234","DDAH2","SFRP1"
"1235","DDX26B","SFRP1"
"1236","NLE1","SFRP1"
"1237","KCNQ5","SFRP1"
"1238","DDX28","SFRP1"
"1239","STMN3","SFRP1"
"1240","DDX10","SFRP1"
"1241","SORD","SFRP1"
"1242","UTP20","SFRP1"
"1243","TINF2","SFRP1"
"1244","TMEM97","SFRP1"
"1245","ZNF667","SFRP1"
"1246","TTLL12","SFRP1"
"1247","DAB2","SFRP1"
"1248","OR2A4","SFRP1"
"1249","PRR5","SFRP1"
"1250","MEG3","SFRP1"
"1251","FAM195A","SFRP1"
"1252","BID","SFRP1"
"1253","XPO5","SFRP1"
"1254","TRIOBP","SFRP1"
"1255","PLAU","SFRP1"
"1256","PLEKHG2","SFRP1"
"1257","KIAA1609","SFRP1"
"1258","FAM86B1","SFRP1"
"1259","MKNK1","SFRP1"
"1260","CDK2","SFRP1"
"1261","PLEC","SFRP1"
"1262","COL1A1","SFRP1"
"1263","MAP3K6","SFRP1"
"1264","UBIAD1","SFRP1"
"1265","ERBB3","SFRP1"
"1266","FARSA","SFRP1"
"1267","DTX2P1UPK3BP1PMS2P11","SFRP1"
"1268","AGPAT5","SFRP1"
"1269","PLD6","SFRP1"
"1270","ARNTL","SFRP1"
"1271","SLC6A8","SFRP1"
"1272","FAM168A","SFRP1"
"1273","LOC730755","SFRP1"
"1274","SMTN","SFRP1"
"1275","ABCC3","SFRP1"
"1276","PHF1","SFRP1"
"1277","NDE1","SFRP1"
"1278","DHRS1","SFRP1"
"1279","KHNYN","SFRP1"
"1280","EPS8L1","SFRP1"
"1281","ANGEL1","SFRP1"
"1282","GPR110","SFRP1"
"1283","COL8A2","SFRP1"
"1284","SORL1","SFRP1"
"1285","ANAPC1","SFRP1"
"1286","SESTD1","SFRP1"
"1287","RPP40","SFRP1"
"1288","FGFBP1","SFRP1"
"1289","NUFIP1","SFRP1"
"1290","ERCC1","SFRP1"
"1291","ALG3","SFRP1"
"1292","MTMR11","SFRP1"
"1293","CCNG2","SFRP1"
"1294","NLRP1","SFRP1"
"1295","ABL2","SFRP1"
"1296","SRM","SFRP1"
"1297","SCFD2","SFRP1"
"1298","GNL3","SFRP1"
"1299","GPATCH4","SFRP1"
"1300","ALDH1B1","SFRP1"
"1301","PAICS","SFRP1"
"1302","NOL6","SFRP1"
"1303","VMP1","SFRP1"
"1304","NTF4","SFRP1"
"1305","NCL","SFRP1"
"1306","SLC12A8","SFRP1"
"1307","HS6ST2","SFRP1"
"1308","GPRC5A","SFRP1"
"1309","NIT1","SFRP1"
"1310","FAM193B","SFRP1"
"1311","DUOX1","SFRP1"
"1312","BOP1","SFRP1"
"1313","MST1R","SFRP1"
"1314","WSB1","SFRP1"
"1315","GOLGA2","SFRP1"
"1316","LTBP2","SFRP1"
"1317","AHNAK","SFRP1"
"1318","LINC00173","SFRP1"
"1319","GEMIN5","SFRP1"
"1320","PC","SFRP1"
"1321","MICAL1","SFRP1"
"1322","BEND3","SFRP1"
"1323","MIR21","SFRP1"
"1324","DUSP22","SFRP1"
"1325","CGN","SFRP1"
"1326","C10orf2","SFRP1"
"1327","SUPV3L1","SFRP1"
"1328","DIEXF","SFRP1"
"1329","FCHSD1","SFRP1"
"1330","VAMP1","SFRP1"
"1331","YPEL3","SFRP1"
"1332","CDCA8","SFRP1"
"1333","TAF4B","SFRP1"
"1334","CCDC78","SFRP1"
"1335","FAM100A","SFRP1"
"1336","NPM1","SFRP1"
"1337","TFB2M","SFRP1"
"1338","DKC1","SFRP1"
"1339","PDLIM7","SFRP1"
"1340","DUSP2","SFRP1"
"1341","ARNTL2","SFRP1"
"1342","PES1","SFRP1"
"1343","SSH3","SFRP1"
"1344","FARSB","SFRP1"
"1345","C19orf48","SFRP1"
"1346","C20orf27","SFRP1"
"1347","WDR12","SFRP1"
"1348","SERPINB1","SFRP1"
"1349","MON1A","SFRP1"
"1350","SMURF1","SFRP1"
"1351","PCYOX1L","SFRP1"
"1352","NRP1","SFRP1"
"1353","SLC6A15","SFRP1"
"1354","MRTO4","SFRP1"
"1355","FAM86C1","SFRP1"
"1356","ATIC","SFRP1"
"1357","SLITRK6","SFRP1"
"1358","B7H6","SFRP1"
"1359","CCDC86","SFRP1"
"1360","SLC29A2","SFRP1"
"1361","SNHG1","SFRP1"
"1362","LAMC2","SFRP1"
"1363","DDX18","SFRP1"
"1364","EXOSC5","SFRP1"
"1365","ECE2","SFRP1"
"1366","NOP16","SFRP1"
"1367","WDR74","SFRP1"
"1368","UTP14A","SFRP1"
"1369","NOP2","SFRP1"
"1370","METTL1","SFRP1"
"1371","RCL1","SFRP1"
"1372","PDP1","SFRP1"
"1373","BAX","SFRP1"
"1374","TK1","SFRP1"
"1375","TAF9","SFRP1"
"1376","RUVBL2","SFRP1"
"1377","HMGA1","SFRP1"
"1378","KAT5","SFRP1"
"1379","ENO1","SFRP1"
"1380","CDC25A","SFRP1"
"1381","E2F3","SFRP1"
"1382","PRDX3","SFRP1"
"1383","ODC1","SFRP1"
"1384","PTMA","SFRP1"
"1385","SNAI1","SFRP1"
"1386","KAT2A","SFRP1"
"1387","SERPINI1","SFRP1"
"1388","HSP90AA1","SFRP1"
"1389","MMP9","SFRP1"
"1390","LIN28B","SFRP1"
"1391","NME1","SFRP1"
"1392","TERT","SFRP1"
"1393","RPL11","SFRP1"
"1394","PIM1","SFRP1"
"1395","TAF10","SFRP1"
"1396","RUVBL1","SFRP1"
"1397","BMI1","SFRP1"
"1398","SLC2A1","SFRP1"
"1399","TAF12","SFRP1"
"1400","BIRC5","SFRP1"
"1401","BCAT1","SFRP1"
"1402","KIR3DL1","SFRP1"
"1403","SUPT7L","SFRP1"
"1404","LDHA","SFRP1"
"1405","TRRAP","SFRP1"
"1406","IREB2","SFRP1"
"1407","TP53","SFRP1"
"1408","CAD","SFRP1"
"1409","MTDH","SFRP1"
"1410","FOSL1","SFRP1"
"1411","GPAM","SFRP1"
"1412","GAPDH","SFRP1"
"1413","HSPA4","SFRP1"
"1414","SUPT3H","SFRP1"
"1415","POLR3D","SFRP1"
"1416","SHMT1","SFRP1"
"1417","CREBBP","SFRP1"
"1418","CCND2","SFRP1"
"1419","PEG10","SFRP1"
"1420","EIF4G1","SFRP1"
"1421","NBN","SFRP1"
"1422","MYCT1","SFRP1"
"1423","PDCD10","SFRP1"
"1424","MINA","SFRP1"
"1425","NDUFAF2","SFRP1"
"1426","PMAIP1","SFRP1"
"1427","HUWE1","SFRP1"
"1428","ACTL6A","SFRP1"
"1429","RCC1","SFRP1"
"1430","NME2","SFRP1"
"1431","CCNB1","SFRP1"
"1432","CDCA7","SFRP1"
"1433","UBTF","SFRP1"
"1434","TFRC","SFRP1"
"1435","EIF4A1","SFRP1"
"1436","EIF4E","SFRP1"
"1437","MTA1","SFRP1"
"1438","EIF2S1","SFRP1"
"1439","NDUFAF4","SFRP1"
"1440","NOC4L","SFRP1"
"1441","WDR43","SFRP1"
"1442","TBRG4","SFRP1"
"1443","NIP7","SFRP1"
"1444","BYSL","SFRP1"
"1445","PLK4","SFRP1"
"1446","PPAN","SFRP1"
"1447","RRP12","SFRP1"
"1448","PPRC1","SFRP1"
"1449","MCM5","SFRP1"
"1450","CBX3","SFRP1"
"1451","PLK1","SFRP1"
"1452","MCM4","SFRP1"
"1453","PRMT3","SFRP1"
"1454","LAS1L","SFRP1"
"1455","PUS1","SFRP1"
"1456","HSPE1","SFRP1"
"1457","DCTPP1","SFRP1"
"1458","GRWD1","SFRP1"
"1459","UNG","SFRP1"
"1460","MPHOSPH10","SFRP1"
"1461","ATP2B4","TMEM126A"
"1462","EMP1","TMEM126A"
"1463","PTRH2","TMEM126A"
"1464","TUBA1A","TMEM126A"
"1465","NGFR","TMEM126A"
"1466","ADAMTS15","TMEM126A"
"1467","DGKA","TMEM126A"
"1468","C12orf66","TMEM126A"
"1469","LSG1","TMEM126A"
"1470","CIRH1A","TMEM126A"
"1471","ZBED2","TMEM126A"
"1472","UBE2D4","TMEM126A"
"1473","RABEPK","TMEM126A"
"1474","BCS1L","TMEM126A"
"1475","ACSS2","TMEM126A"
"1476","CDK4","TMEM126A"
"1477","RHBDF1","TMEM126A"
"1478","HK2","TMEM126A"
"1479","RUNX1","TMEM126A"
"1480","PFKM","TMEM126A"
"1481","AIMP2","TMEM126A"
"1482","LOC646762","TMEM126A"
"1483","ERVMER341","TMEM126A"
"1484","SFXN4","TMEM126A"
"1485","SLC19A1","TMEM126A"
"1486","MYBBP1A","TMEM126A"
"1487","HIST1H2AC","TMEM126A"
"1488","TGM1","TMEM126A"
"1489","ADAM8","TMEM126A"
"1490","NOLC1","TMEM126A"
"1491","FGD6","TMEM126A"
"1492","CCDC137","TMEM126A"
"1493","FGF11","TMEM126A"
"1494","CYTH2","TMEM126A"
"1495","HSPD1","TMEM126A"
"1496","PNPT1","TMEM126A"
"1497","FLJ10661","TMEM126A"
"1498","DCAF4","TMEM126A"
"1499","DHODH","TMEM126A"
"1500","TGM2","TMEM126A"
"1501","COL5A1","TMEM126A"
"1502","IRF9","TMEM126A"
"1503","IPO4","TMEM126A"
"1504","TNFAIP2","TMEM126A"
"1505","TRMT1","TMEM126A"
"1506","MCOLN2","TMEM126A"
"1507","TCOF1","TMEM126A"
"1508","GPD1L","TMEM126A"
"1509","IMP4","TMEM126A"
"1510","PCOLCE2","TMEM126A"
"1511","FLAD1","TMEM126A"
"1512","NOP56","TMEM126A"
"1513","NFKB2","TMEM126A"
"1514","OSBP2","TMEM126A"
"1515","AKAP12","TMEM126A"
"1516","C1orf51","TMEM126A"
"1517","SPTAN1","TMEM126A"
"1518","ALS2CL","TMEM126A"
"1519","PMM2","TMEM126A"
"1520","RNF213","TMEM126A"
"1521","PHB","TMEM126A"
"1522","C11orf48","TMEM126A"
"1523","HSPA6","TMEM126A"
"1524","PA2G4","TMEM126A"
"1525","RRP9","TMEM126A"
"1526","DDAH2","TMEM126A"
"1527","DDX26B","TMEM126A"
"1528","NLE1","TMEM126A"
"1529","KCNQ5","TMEM126A"
"1530","DDX28","TMEM126A"
"1531","STMN3","TMEM126A"
"1532","DDX10","TMEM126A"
"1533","SORD","TMEM126A"
"1534","UTP20","TMEM126A"
"1535","TINF2","TMEM126A"
"1536","TMEM97","TMEM126A"
"1537","ZNF667","TMEM126A"
"1538","TTLL12","TMEM126A"
"1539","DAB2","TMEM126A"
"1540","OR2A4","TMEM126A"
"1541","PRR5","TMEM126A"
"1542","MEG3","TMEM126A"
"1543","FAM195A","TMEM126A"
"1544","BID","TMEM126A"
"1545","XPO5","TMEM126A"
"1546","TRIOBP","TMEM126A"
"1547","PLAU","TMEM126A"
"1548","PLEKHG2","TMEM126A"
"1549","KIAA1609","TMEM126A"
"1550","FAM86B1","TMEM126A"
"1551","MKNK1","TMEM126A"
"1552","CDK2","TMEM126A"
"1553","PLEC","TMEM126A"
"1554","COL1A1","TMEM126A"
"1555","MAP3K6","TMEM126A"
"1556","UBIAD1","TMEM126A"
"1557","ERBB3","TMEM126A"
"1558","FARSA","TMEM126A"
"1559","DTX2P1UPK3BP1PMS2P11","TMEM126A"
"1560","AGPAT5","TMEM126A"
"1561","PLD6","TMEM126A"
"1562","ARNTL","TMEM126A"
"1563","SLC6A8","TMEM126A"
"1564","FAM168A","TMEM126A"
"1565","LOC730755","TMEM126A"
"1566","SMTN","TMEM126A"
"1567","ABCC3","TMEM126A"
"1568","PHF1","TMEM126A"
"1569","NDE1","TMEM126A"
"1570","DHRS1","TMEM126A"
"1571","KHNYN","TMEM126A"
"1572","EPS8L1","TMEM126A"
"1573","ANGEL1","TMEM126A"
"1574","GPR110","TMEM126A"
"1575","COL8A2","TMEM126A"
"1576","SORL1","TMEM126A"
"1577","ANAPC1","TMEM126A"
"1578","SESTD1","TMEM126A"
"1579","RPP40","TMEM126A"
"1580","FGFBP1","TMEM126A"
"1581","NUFIP1","TMEM126A"
"1582","ERCC1","TMEM126A"
"1583","ALG3","TMEM126A"
"1584","MTMR11","TMEM126A"
"1585","CCNG2","TMEM126A"
"1586","NLRP1","TMEM126A"
"1587","ABL2","TMEM126A"
"1588","SRM","TMEM126A"
"1589","SCFD2","TMEM126A"
"1590","GNL3","TMEM126A"
"1591","GPATCH4","TMEM126A"
"1592","ALDH1B1","TMEM126A"
"1593","PAICS","TMEM126A"
"1594","NOL6","TMEM126A"
"1595","VMP1","TMEM126A"
"1596","NTF4","TMEM126A"
"1597","NCL","TMEM126A"
"1598","SLC12A8","TMEM126A"
"1599","HS6ST2","TMEM126A"
"1600","GPRC5A","TMEM126A"
"1601","NIT1","TMEM126A"
"1602","FAM193B","TMEM126A"
"1603","DUOX1","TMEM126A"
"1604","BOP1","TMEM126A"
"1605","MST1R","TMEM126A"
"1606","WSB1","TMEM126A"
"1607","GOLGA2","TMEM126A"
"1608","LTBP2","TMEM126A"
"1609","AHNAK","TMEM126A"
"1610","LINC00173","TMEM126A"
"1611","GEMIN5","TMEM126A"
"1612","PC","TMEM126A"
"1613","MICAL1","TMEM126A"
"1614","BEND3","TMEM126A"
"1615","MIR21","TMEM126A"
"1616","DUSP22","TMEM126A"
"1617","CGN","TMEM126A"
"1618","C10orf2","TMEM126A"
"1619","SUPV3L1","TMEM126A"
"1620","DIEXF","TMEM126A"
"1621","FCHSD1","TMEM126A"
"1622","VAMP1","TMEM126A"
"1623","YPEL3","TMEM126A"
"1624","CDCA8","TMEM126A"
"1625","TAF4B","TMEM126A"
"1626","CCDC78","TMEM126A"
"1627","FAM100A","TMEM126A"
"1628","NPM1","TMEM126A"
"1629","TFB2M","TMEM126A"
"1630","DKC1","TMEM126A"
"1631","PDLIM7","TMEM126A"
"1632","DUSP2","TMEM126A"
"1633","ARNTL2","TMEM126A"
"1634","PES1","TMEM126A"
"1635","SSH3","TMEM126A"
"1636","FARSB","TMEM126A"
"1637","C19orf48","TMEM126A"
"1638","C20orf27","TMEM126A"
"1639","WDR12","TMEM126A"
"1640","SERPINB1","TMEM126A"
"1641","MON1A","TMEM126A"
"1642","SMURF1","TMEM126A"
"1643","PCYOX1L","TMEM126A"
"1644","NRP1","TMEM126A"
"1645","SLC6A15","TMEM126A"
"1646","MRTO4","TMEM126A"
"1647","FAM86C1","TMEM126A"
"1648","ATIC","TMEM126A"
"1649","SLITRK6","TMEM126A"
"1650","B7H6","TMEM126A"
"1651","CCDC86","TMEM126A"
"1652","SLC29A2","TMEM126A"
"1653","SNHG1","TMEM126A"
"1654","LAMC2","TMEM126A"
"1655","DDX18","TMEM126A"
"1656","EXOSC5","TMEM126A"
"1657","ECE2","TMEM126A"
"1658","NOP16","TMEM126A"
"1659","WDR74","TMEM126A"
"1660","UTP14A","TMEM126A"
"1661","NOP2","TMEM126A"
"1662","METTL1","TMEM126A"
"1663","RCL1","TMEM126A"
"1664","PDP1","TMEM126A"
"1665","BAX","TMEM126A"
"1666","TK1","TMEM126A"
"1667","TAF9","TMEM126A"
"1668","RUVBL2","TMEM126A"
"1669","HMGA1","TMEM126A"
"1670","KAT5","TMEM126A"
"1671","ENO1","TMEM126A"
"1672","CDC25A","TMEM126A"
"1673","E2F3","TMEM126A"
"1674","PRDX3","TMEM126A"
"1675","ODC1","TMEM126A"
"1676","PTMA","TMEM126A"
"1677","SNAI1","TMEM126A"
"1678","KAT2A","TMEM126A"
"1679","SERPINI1","TMEM126A"
"1680","HSP90AA1","TMEM126A"
"1681","MMP9","TMEM126A"
"1682","LIN28B","TMEM126A"
"1683","NME1","TMEM126A"
"1684","TERT","TMEM126A"
"1685","RPL11","TMEM126A"
"1686","PIM1","TMEM126A"
"1687","TAF10","TMEM126A"
"1688","RUVBL1","TMEM126A"
"1689","BMI1","TMEM126A"
"1690","SLC2A1","TMEM126A"
"1691","TAF12","TMEM126A"
"1692","BIRC5","TMEM126A"
"1693","BCAT1","TMEM126A"
"1694","KIR3DL1","TMEM126A"
"1695","SUPT7L","TMEM126A"
"1696","LDHA","TMEM126A"
"1697","TRRAP","TMEM126A"
"1698","IREB2","TMEM126A"
"1699","TP53","TMEM126A"
"1700","CAD","TMEM126A"
"1701","MTDH","TMEM126A"
"1702","FOSL1","TMEM126A"
"1703","GPAM","TMEM126A"
"1704","GAPDH","TMEM126A"
"1705","HSPA4","TMEM126A"
"1706","SUPT3H","TMEM126A"
"1707","POLR3D","TMEM126A"
"1708","SHMT1","TMEM126A"
"1709","CREBBP","TMEM126A"
"1710","CCND2","TMEM126A"
"1711","PEG10","TMEM126A"
"1712","EIF4G1","TMEM126A"
"1713","NBN","TMEM126A"
"1714","MYCT1","TMEM126A"
"1715","PDCD10","TMEM126A"
"1716","MINA","TMEM126A"
"1717","NDUFAF2","TMEM126A"
"1718","PMAIP1","TMEM126A"
"1719","HUWE1","TMEM126A"
"1720","ACTL6A","TMEM126A"
"1721","RCC1","TMEM126A"
"1722","NME2","TMEM126A"
"1723","CCNB1","TMEM126A"
"1724","CDCA7","TMEM126A"
"1725","UBTF","TMEM126A"
"1726","TFRC","TMEM126A"
"1727","EIF4A1","TMEM126A"
"1728","EIF4E","TMEM126A"
"1729","MTA1","TMEM126A"
"1730","EIF2S1","TMEM126A"
"1731","NDUFAF4","TMEM126A"
"1732","NOC4L","TMEM126A"
"1733","WDR43","TMEM126A"
"1734","TBRG4","TMEM126A"
"1735","NIP7","TMEM126A"
"1736","BYSL","TMEM126A"
"1737","PLK4","TMEM126A"
